Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
Россия 1,"['14:55', '15:55', '02:10', '03:30']",Райский,2024 (Сериал закончился),"Максим Райский — талантливый следователь с уникальным чутьем, вниманием к деталям и невыносимым характером. Однажды его лучший друг Олег Огарев погибает при загадочных обстоятельствах: падает с платформы и попадает под поезд. Официальная версия — несчастный случай, но Райский уверен, что его приятеля убили. Максим берется за неофициальное расследование этого дела, а параллельно раскрывает другие запутанные преступления. В работе ему помогают вышедший на пенсию отец — генерал-майор полиции Вктор Семенович — и жена погибшего, следователь Ольга Огарева, которая теперь занимает должность начальницы Райского.
«Райский» — детективный сериал с элементами драмы и комедии. Главные роли в проекте исполнили Владимир Жеребцов, Мария Берсенева и Леонид Каневский.",16+,7.3,44 оценки,['детектив'],"['Борис Рабей', 'Евгений Сологалов', 'Дмитрий Сорокин', 'Илья Хотиненко']"
Россия 1,['17:30'],Малахов,2022 — по н.в.,"В прямом эфире программы «Малахов» обсуждаются самые громкие, актуальные и волнующие общественность истории и происшествия. В студии находятся герои выпуска, эксперты и зрители, а также расположен колл-центр, куда поступают звонки, способные существенно повлиять на беседу или изменить ход событий.",12+,4.1,372 оценки,['ток-шоу'],['Андрей Малахов']
Россия 1,"['21:30', '22:30']",Тайны следствия,2000 — по н.в.,"В прокуратуре никогда не бывает весело — особенно когда много преступлений. Трупы, необъяснимые кражи и необычные преступления ждут внимания следователей. Им придется проявить смекалку, чтобы раскрыть любое из поступающих к ним дел — легких дней у них не бывает. Сериал «Тайны следствия» посвящен будням прокуратуры одного из районов Санкт-Петербурга, которая расследует самые, казалось бы, бесперспективные дела. Вероятно, многие из этих дел так и остались бы неразрешенными, если бы не талант и юмор следователя Марии Сергеевны Швецовой.
 
Многосерийный криминальный детектив «Тайны следствия» стартовал 1 сентября 2000 года, став одним из самых популярных и долгоиграющих сериалов в истории российского телевидения. Проект принес широкую популярность актрисе Анне Ковальчук, сыгравшей Швецову. Первые восемь сезонов сериала являются экранизацией детективных романов писательницы Елены Топильской. ",16+,7.4,16 339 оценок,['криминал'],"['Александр Бурцев', 'Илья Макаров', 'Михаил Вассербаум', 'Ольга Кандидатова', 'Рената Грицкова', 'Максим Демченко']"
Россия 1,['23:30'],Вечер с Владимиром Соловьевым,2014 — по н.в.,"Студия телепрограммы является площадкой, где обсуждаются самые резонансные события, которые произошли в политической жизни страны и мира. Гостями телешоу «Вечер с Владимиром Соловьевым» становятся известные политики, общественные деятели, ученые, журналисты, как российские, так и иностранные. В студии звучат диаметрально противоположные точки зрения на обсуждаемую проблему, гости приводят весомые аргументы и доказательства своей правоты. Участникам острой дискуссии не всегда удается прийти к консенсусу.",12+,5.6,2 310 оценок,['ток-шоу'],['Владимир Соловьев']
НТВ,"['05:40', '04:50']",Улицы разбитых фонарей,1998 — 2019 (Сериал закончился),"Герои фильма — команда профессионалов Соловец, Волков и Дымов, они борются с преступным миром города на Неве, с гордостью побеждая в каждой схватке с бандитами. Помогают им в этом нелегком деле трое новичков. В каждом эпизоде героев ждут опасные, но увлекательные дела — и убийца-трансвестит, и разные маньяки, и питерские диггеры, и даже дело об НЛО. Для бравых ребят всегда найдется работа на улицах славного города Петербурга, а это значит, что каждый новый день они снова и снова будут вступать в схватку с мафией, преодолевая все трудности.
Большинство серий «Улиц...» снято по произведениям Андрея Кивинова.",16+,7.1,6 934 оценки,['драма'],"['Александр Рогожкин', 'Дмитрий Светозаров', 'Кирилл Капица']"
НТВ,"['08:25', '10:35']",Пес,2015 — по н.в.,"Полицейский Максим Максимов (Никита Панфилов) когда-то был лучшим сыщиком в городе, однако в одночасье его жизнь круто изменилась: он потерял жену, друзей и любимую работу. Не в силах справиться с ударами судьбы, Макс пристрастился к алкоголю, и неизвестно, чем бы это все для него закончилось, если бы в его жизни не появилась овчарка по кличке Пес, которую он спас от гибели и забрал домой. Вместе со своим новым другом Максим возвращается к детективной работе.
Героям сериала «Пес» предстоит окунуться в водоворот опасных криминальных историй и раскрыть множество запутанных преступлений.",16+,6.9,1 963 оценки,['криминал'],"['Николай Каптан', 'Игорь Забара']"
НТВ,['14:00'],Место встречи,2016 — по н.в.,"Телепрограмма посвящена обсуждению самых острых, злободневных проблем, волнующих каждого человека. Это могут быть вопросы экономики и политики, образования и культуры, правопорядка и здравоохранения. В студию телешоу «Место встречи» приходят политики, ученые, общественные деятели, актеры для того, чтобы высказать свое мнение и предложить пути решения обсуждаемой проблемы. Люди с диаметрально противоположными точками зрения с помощью ведущих пытаются прийти к консенсусу.",12+,6.8,624 оценки,['новостное'],"['Иван Трушкин', 'Андрей Норкин', 'Ольга Белова']"
НТВ,['16:45'],За гранью,2021 — по н.в.,"Героями ток-шоу «За гранью» становятся удивительные люди, чья жизнь выходит за общепринятые рамки и стандарты. Они приходят в студию программы, чтобы рассказать свои шокирующие истории и попросить о помощи. Зрители и приглашенные эксперты выясняют детали биографии героев и пытаются найти решение их проблем, чтобы вернуть их жизни в нормальное русло.",16+,4.9,124 оценки,['ток-шоу'],['Тимур Еремеев']
НТВ,['17:50'],ДНК,2013 — по н.в.,"Каждый выпуск программы — это жизненная драма, в которой единственным выходом может стать медицинский тест. В студии телешоу «ДНК» находится настоящая лаборатория, в которой проводится исследование. Заключение эксперта можно узнать только в конце выпуска. Сюжетами ток-шоу становятся расследование преступлений, установление отцовства и родства.",16+,3.0,397 оценок,['ток-шоу'],['Анна Казючиц']
НТВ,"['20:00', '00:00']",Балабол,2013 — по н.в.,"Бравый провинциальный опер, «одинокий волк» с несерьёзным именем Саня, распутывает безнадежные на взгляд его коллег преступления. Одно из основных преимуществ Сани перед коллегами — его разветвлённая и разношёрстная агентурная сеть. Ведь ему в интересах следствия приходится иметь дело с проститутками и мелкими мошенниками, с бомжами и бродячими музыкантами.
Детективное расследование лежит в основе каждой истории, но внутри сюжета — столкновение характеров героев, их семейные дела и проблемы, и те перемены, которые происходят с ними по ходу действия.
Сериал «Балабол» — иронический детектив с Константином Юшкевичем в главной роли.",16+,7.5,1 156 оценок,['комедия'],['Владимир Мельник']
НТВ,"['03:05', '03:57']",Старые кадры,2020 (Сериал закончился),"Опытный сотрудник Следственного комитета Александра Токарева случайно срывает операцию по захвату преступной группировки, из-за чего оказывается отстранена от должностных обязанностей. Начальство решает отправить Токареву руководить только что созданным отделом по расследованию нераскрытых преступлений — ОРНП. В свою команду Александра отбирает двух бывших следователей Ивана Долина и Бориса Лейна, а также оперативника Георгия Бархатова. Бравые пенсионеры, не отличающиеся покладистым характером и почтением к начальству, оказываются отличной командой, способной раскрыть даже самые сложные преступления.
«Старые кадры» — российская адаптация британского сериала телеканала BBC «Новые уловки».",16+,5.9,128 оценок,['драма'],['Евгений Звездаков']
5 канал,"['05:25', '06:05', '06:55', '07:45', '09:30', '10:05', '11:05', '12:00']",Дознаватель,2010 — 2013 (Сериал закончился),"Группа РУВД занимается раскрытием самых разнообразных преступлений — как «на земле», вместе с операми, так и в «высших сферах» бизнеса.
Главный герой — выпускник юридического факультета Александр Суворов — приходит работать дознавателем в РУВД. Он молод и «зелен», поэтому поначалу его воспринимают с некоторой долей иронии, ведь в районном управлении — сплошь «волки», опера и следователи. Но у нового дознавателя крутой характер и крепкий кулак! Саше Суворову и его товарищам придется окунуться в самую гущу городской преступной жизни — в их работе не будет незначительных дел. Каждая серия детектива «Дознаватель» — это история расследования отдельного преступления, будь то убийство известного в городе бизнесмена или ограбление квартиры генерала МВД, смерть прохожего от клофелина или кража в продуктовом магазине…",16+,7.5,315 оценок,['криминал'],"['Андрей Коршунов', 'Инесса Юрченко']"
5 канал,"['13:30', '14:20', '15:05', '15:55', '16:55', '17:30', '18:10', '18:55', '19:45', '20:35', '02:40', '03:25', '04:00']",След,2007 — по н.в.,"«Федеральная экспертная служба» — вымышленная организация, занимающаяся расследованием сложных и запутанных преступлений. ФЭС была создана в качестве эксперимента и объединяет несколько отделов, проводящих исследования в различных областях прикладной криминалистики. Каждый из отделов обладает уникальным оборудованием — мощнейшими микроскопами, ультразвуковыми и рентгеновскими приборами, суперкомпьютерами — все это помогает им не пройти мимо самых незначительных и микроскопических улик. Помимо технологических новинок, ФЭС гордится своими превосходными специалистами — криминалистами, судмедэкспертами, биологами, детективами… Сотрудники ФЭС легко делают то, что другим не под силу — все они имеют отличное образование и подготовку в самых разнообразных областях.
Детективный сериал «След», который был впервые был показан на телевидении в 2007 году, стал одним из долгоиграющих проектов на телевидении.",16+,6.5,6 415 оценок,['криминал'],"['Игорь Ромащенко', 'Камиль Закиров', 'Всеволод Аравин']"
5 канал,"['21:25', '22:20', '23:10', '00:30', '01:15', '02:05']",Великолепная пятерка,2019 — по н.в.,"Детективный сериал о буднях оперов «убойного» отдела Петровского РОВД Петербурга. Главные герои — майор Павел Шапошников, капитаны Дмитрий Красавченко и Тимур Бубнов, старлей Антон Ветров и лейтенант Владимир Кузьмин — обладатели разных характеров и взглядов на жизнь. Но объединяет их то, что они ежедневно противостоят злу и ловят преступников, нарушающих покой мирных граждан северной столицы.",16+,7.5,246 оценок,['драма'],['Сергей Полуянов']
ТВ Центр - Урал,"['05:00', '13:45']",Мой герой,2015 — 2021 (Телешоу закончилось),"Гостями студии телешоу «„Мой герой“ с Татьяной Устиновой» становятся известные люди — актеры, спортсмены, политики, музыканты. Интервью строится таким образом, что собеседник раскрывается с самой неожиданной стороны. Беседу прерывают рассказы близких людей о госте программы. В студии также появляются вещи, которые так или иначе связаны с этим известным человеком и напоминают о важных событиях в жизни гостя.",12+,6.5,458 оценок,['ток-шоу'],['Татьяна Устинова']
ТВ Центр - Урал,"['08:45', '09:40']",Охота на крылатого льва,2022 (Сериал закончился),"Виктория берет отпуск и уезжает в Санкт-Петербург — отдохнуть от семейной жизни и мужа-диктатора и развеяться. В Северной столице Вика идет на ювелирную выставку, а вскоре после этого находит в своей сумке жемчужину экспозиции — бесценное старинное кольцо. Вика в замешательстве и собирается идти в полицию, но ее пытаются похитить двое головорезов. Бродяга Славик спасает Викторию и помогает ей спрятаться. Тем временем, муж героини просит Макара Илюшина и Сергея Бабкина отыскать Вику.",12+,7.0,109 оценок,['детектив'],['Наталия Микрюкова']
ТВ Центр - Урал,"['11:50', '12:45', '02:50', '03:30']",Я знаю твои секреты 2,2016 — по н.в.,"Нина (Агата Муцениеце) в совершенстве владеет редкой профессией: она — верификатор и способна, взглянув на человека, определить, лжет он или говорит правду. Однажды девушка находит паспорт незнакомого мужчины, в который вложена записка с просьбой вернуть документ за вознаграждение и номером телефона. Нина звонит и договаривается о встрече с женщиной, которая представилась супругой владельца паспорта. Встретившись с ней, Нина понимает, что женщина лжет. Но дальше события развиваются так стремительно, что у главной героини сериала «Я знаю твои секреты» не остается времени, чтобы понять, почему незнакомка ее обманула. За Ниной начинается настоящая охота: таинственные преступники убивают ее жениха и похищают мать. Девушке приходится обратиться за помощью к капитану Скворцову (Михаил Пшеничный), который довольно скептически относится к ее профессии...",12+,6.4,577 оценок,['мелодрама'],"['Андрей Верещагин', 'Ашот Кещян']"
ТВ Центр - Урал,"['15:05', '16:00']",Опасный круиз,2018 (Сериал закончился),"Чтобы разобраться с несправедливым увольнением, Лика Ракитина отправляется в круиз на Валаам вслед за своим неприятным и высокомерным начальником. Но вместо того чтобы решить свои проблемы, героиня сериала «Опасный круиз» получает обвинение в убийстве. В первую же ночь Лика обнаруживает мертвой свою соседку по каюте, а единственная свидетельница, которая могла бы подтвердить ее алиби, таинственно исчезает с корабля, не совершавшего остановок. Более того: никто, кроме Лики, эту женщину не видел, и в списках пассажиров она не числится...",12+,6.7,118 оценок,['мелодрама'],['Дмитрий Аверин']
Культура,"['08:30', '22:20']",Мегрэ,1991 — 2005 (Сериал закончился),"Опытный следователь комиссар Жюль Мегре берется за расследование самых сложных дел. В работе он руководствуется собственным методом, который сделал его лучшим сыщиком во всей Франции. Вокруг Мегре полно тайн и загадок. Но он не спешит делать выводы: Мегре всегда сосредоточен и нетороплив. За свою долгую карьеру Мегре приходилось расследовать преступления во всех концах Европы, и его репутация известна далеко за пределами родной Франции. Образ гениального сыщика, воплощенный на экране Бруно Кремером, поддерживает атмосферу таинственности картины.",12+,7.1,539 оценок,['детектив'],"['Пьер Жоассен', 'Шарль Немес', 'Кристиан Де Шалонж']"
Культура,['14:25'],Миргород и его обитатели,1983,"Фильм снять по мотивам произведений Н.В. Гоголя «Старосветские помещики», «Повесть о том, как поссорились Иван Иванович с Иваном Никифоровичем», «Иван Федорович Шпонька и его тетушка».",12+,6.7,66 оценок,['комедия'],['Михаил Ильенко']
Культура,['15:45'],2 Верник 2,2017 — по н.в.,"Братья Вадим и Игорь Верники приглашают в студию своей программы известных людей творческих профессий. В каждом выпуске проекта «2 Верник 2» принимают участие две знаменитости, разговор с которыми строится по принципу игры: Вадим придерживается журналистского подхода, а поведение Игоря обусловлено его профессиональным актерским опытом. Таким образом, ведущим удается принципиально по-разному раскрыть героев.",12+,6.5,127 оценок,['ток-шоу'],"['Игорь Верник', 'Вадим Верник']"
Культура,['20:35'],"Спокойной ночи, малыши!",1964 — по н.в.,"«Спокойной ночи, малыши!» — телепередача для детей дошкольного и младшего школьного возраста, существует с сентября 1964 года, никогда не переставала выходить в эфир и всегда была популярной. Задумывалась как «Сказка на ночь», на картинках с закадровым текстом. Позже появились кукольные спектакли и маленькие пьески для детей. С самого начала у программы был свой голос, уникальная песенка «Спят усталые игрушки», убаюкивающая малышей.
Сюжет каждого выпуска состоит из поучительной истории, в которой принимают участие кукольные персонажи: бесшабашный и слегка ленивый поросенок Хрюша, энергичный и исполнительный песик Филя, умный, рассудительный, но пугливый зайчик Степашка, осторожный, но хитрый медвежонок Мишутка. В конце юным зрителям предлагают мультфильм на обсуждаемую тему.",0+,8.1,2 978 оценок,['детское'],"['Анна Михалкова', 'Оксана Федорова', 'Виктор Бычков', 'Дмитрий Маликов', 'Валентина Леонтьева', 'Владимир Ухин', 'Ангелина Вовк', 'Татьяна Судец', 'Татьяна Веденеева', 'Юрий Николаев', 'Юрий Григорьев', 'Александр Леньков', 'Юлия Пустовойтова', 'Юрий Куклачев', 'Амаяк Акопян', 'Григорий Гладков', 'Дмитрий Хаустов', 'Николай Валуев']"
СТС,"['05:50', '06:00']",Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
СТС,"['07:00', '08:00', '19:00', '20:00']",Плакса,2023 — по н.в.,"Когда отец Маши остается без работы, ей вместе с семьей приходится переехать из Москвы в небольшой город Новоморск. Оказавшись в провинциальной школе, девочка сталкивается с нравами и порядками, далекими от тех, к которым она привыкла в элитной школе на Рублевке. Одноклассники начинают травить новенькую, и больше всех старается лидер школы, певица Крис. Атмосфера в школе накаляется, когда Маша влюбляется в парня Крис и собирает музыкальную группу «Плакса». Пережить сложные времена героине помогают фантазии о собственных песнях и видеоклипах.
Шоураннером и музыкальным продюсером сериала «Плакса» выступает лидер группы «Рукки вверх» Сергей Жуков. Главную роль в проекте исполняет его дочь Ника Жукова.",16+,6.9,1 897 оценок,['драма'],['Андрей Силкин']
СТС,['11:05'],Месть земли,2021,"Под воздействием глобальных геологических изменений надвигается серия геологических катастроф. Землетрясения, оползни, сели, провалы в земле угрожают жизни простых граждан. Также это может затронуть туннель, который возводили последние 10 лет.",16+,6.2,67 оценок,['драма'],['Ли Цзунь']
СТС,['13:20'],Глубоководный горизонт,2016,"Отправляясь на очередную вахту и прощаясь с семьями, они не подозревали, что могут не вернуться. Это основанная на реальных событиях история о страшной аварии на нефтяной платформе «Глубоководный горизонт», которая произошла в 2010 году в Мексиканском заливе. Хроника беспримерного мужества и отваги перед лицом одной из самых страшных техногенных катастроф в мировой истории.",16+,7.3,1 266 оценок,['драма'],['Питер Берг']
СТС,"['15:25', '15:55']","Шоу ""Уральских пельменей""",2009 — по н.в.,"Команда КВН «Уральские пельмени» была создана в 1993 году. Все первые участники коллектива были членами различных студенческих отрядов Уральского политехнического института. В 1995 году команда дебютировала в Высшей лиге КВН, впоследствии отыграла пять сезонов и стала чемпионом Клуба веселых и находчивых в 2000 году, получив неофициальный титул «Последние чемпионы XX века».
Завершив выступления в КВН, участники команды образовали Творческое объединение «Уральские пельмени» и организовали юмористическое шоу, выходящее на телеканале СТС с 2009 года. Каждая новая программа — это полноценный «живой» концерт «Уральских пельменей», на котором демонстрируются пародии, музыкальные номера, миниатюры, юмористические зарисовки, объединенные общей (как правило, актуальной) темой.",16+,7.7,5 146 оценок,['юмористическое'],[]
СТС,['21:00'],Легенда о Коловрате,2017,"XIII век. Русь раздроблена и вот-вот падет на колени перед ханом Золотой Орды Батыем. Испепеляя города и заливая русские земли кровью, захватчики не встречают серьезного сопротивления, и лишь один воин бросает им вызов. Рязанский воевода Евпатий Коловрат возглавляет отряд смельчаков, чтобы отомстить за свою любовь и за свою родину. Его отвага поразит даже Батыя, а его имя навсегда останется в памяти народа. Воин, ставший легендой. Подвиг, сохранившийся в веках.",12+,7.0,5 338 оценок,['боевик'],['Иван Шурховецкий']
