Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
Россия 1,"['11:30', '18:30']",60 минут,2016 — по н.в.,"«60 минут» — социально-политическое ток-шоу с Ольгой Скабеевой и Евгением Поповым. Каждый выпуск проекта посвящен главному событию текущего дня. В программе принимают участие видные политики, общественные деятели, эксперты по актуальной проблематике, люди из сферы искусства и культуры.",12+,5.5,2 430 оценок,['ток-шоу'],"['Ольга Скабеева', 'Евгений Попов']"
Россия 1,"['14:55', '15:55', '02:10', '03:30']",Райский,2024 (Сериал закончился),"Максим Райский — талантливый следователь с уникальным чутьем, вниманием к деталям и невыносимым характером. Однажды его лучший друг Олег Огарев погибает при загадочных обстоятельствах: падает с платформы и попадает под поезд. Официальная версия — несчастный случай, но Райский уверен, что его приятеля убили. Максим берется за неофициальное расследование этого дела, а параллельно раскрывает другие запутанные преступления. В работе ему помогают вышедший на пенсию отец — генерал-майор полиции Вктор Семенович — и жена погибшего, следователь Ольга Огарева, которая теперь занимает должность начальницы Райского.
«Райский» — детективный сериал с элементами драмы и комедии. Главные роли в проекте исполнили Владимир Жеребцов, Мария Берсенева и Леонид Каневский.",16+,7.3,44 оценки,['детектив'],"['Борис Рабей', 'Евгений Сологалов', 'Дмитрий Сорокин', 'Илья Хотиненко']"
Россия 1,['17:30'],Малахов,2022 — по н.в.,"В прямом эфире программы «Малахов» обсуждаются самые громкие, актуальные и волнующие общественность истории и происшествия. В студии находятся герои выпуска, эксперты и зрители, а также расположен колл-центр, куда поступают звонки, способные существенно повлиять на беседу или изменить ход событий.",12+,4.1,372 оценки,['ток-шоу'],['Андрей Малахов']
Россия 1,"['21:30', '22:30']",Тайны следствия,2000 — по н.в.,"В прокуратуре никогда не бывает весело — особенно когда много преступлений. Трупы, необъяснимые кражи и необычные преступления ждут внимания следователей. Им придется проявить смекалку, чтобы раскрыть любое из поступающих к ним дел — легких дней у них не бывает. Сериал «Тайны следствия» посвящен будням прокуратуры одного из районов Санкт-Петербурга, которая расследует самые, казалось бы, бесперспективные дела. Вероятно, многие из этих дел так и остались бы неразрешенными, если бы не талант и юмор следователя Марии Сергеевны Швецовой.
 
Многосерийный криминальный детектив «Тайны следствия» стартовал 1 сентября 2000 года, став одним из самых популярных и долгоиграющих сериалов в истории российского телевидения. Проект принес широкую популярность актрисе Анне Ковальчук, сыгравшей Швецову. Первые восемь сезонов сериала являются экранизацией детективных романов писательницы Елены Топильской. ",16+,7.4,16 339 оценок,['криминал'],"['Александр Бурцев', 'Илья Макаров', 'Михаил Вассербаум', 'Ольга Кандидатова', 'Рената Грицкова', 'Максим Демченко']"
Россия 1,['23:30'],Вечер с Владимиром Соловьевым,2014 — по н.в.,"Студия телепрограммы является площадкой, где обсуждаются самые резонансные события, которые произошли в политической жизни страны и мира. Гостями телешоу «Вечер с Владимиром Соловьевым» становятся известные политики, общественные деятели, ученые, журналисты, как российские, так и иностранные. В студии звучат диаметрально противоположные точки зрения на обсуждаемую проблему, гости приводят весомые аргументы и доказательства своей правоты. Участникам острой дискуссии не всегда удается прийти к консенсусу.",12+,5.6,2 310 оценок,['ток-шоу'],['Владимир Соловьев']
НТВ,"['08:25', '10:35']",Пес,2015 — по н.в.,"Полицейский Максим Максимов (Никита Панфилов) когда-то был лучшим сыщиком в городе, однако в одночасье его жизнь круто изменилась: он потерял жену, друзей и любимую работу. Не в силах справиться с ударами судьбы, Макс пристрастился к алкоголю, и неизвестно, чем бы это все для него закончилось, если бы в его жизни не появилась овчарка по кличке Пес, которую он спас от гибели и забрал домой. Вместе со своим новым другом Максим возвращается к детективной работе.
Героям сериала «Пес» предстоит окунуться в водоворот опасных криминальных историй и раскрыть множество запутанных преступлений.",16+,6.9,1 963 оценки,['криминал'],"['Николай Каптан', 'Игорь Забара']"
НТВ,['14:00'],Место встречи,2016 — по н.в.,"Телепрограмма посвящена обсуждению самых острых, злободневных проблем, волнующих каждого человека. Это могут быть вопросы экономики и политики, образования и культуры, правопорядка и здравоохранения. В студию телешоу «Место встречи» приходят политики, ученые, общественные деятели, актеры для того, чтобы высказать свое мнение и предложить пути решения обсуждаемой проблемы. Люди с диаметрально противоположными точками зрения с помощью ведущих пытаются прийти к консенсусу.",12+,6.8,624 оценки,['новостное'],"['Иван Трушкин', 'Андрей Норкин', 'Ольга Белова']"
НТВ,['16:45'],За гранью,2021 — по н.в.,"Героями ток-шоу «За гранью» становятся удивительные люди, чья жизнь выходит за общепринятые рамки и стандарты. Они приходят в студию программы, чтобы рассказать свои шокирующие истории и попросить о помощи. Зрители и приглашенные эксперты выясняют детали биографии героев и пытаются найти решение их проблем, чтобы вернуть их жизни в нормальное русло.",16+,4.9,124 оценки,['ток-шоу'],['Тимур Еремеев']
НТВ,['17:50'],ДНК,2013 — по н.в.,"Каждый выпуск программы — это жизненная драма, в которой единственным выходом может стать медицинский тест. В студии телешоу «ДНК» находится настоящая лаборатория, в которой проводится исследование. Заключение эксперта можно узнать только в конце выпуска. Сюжетами ток-шоу становятся расследование преступлений, установление отцовства и родства.",16+,3.0,397 оценок,['ток-шоу'],['Анна Казючиц']
НТВ,['00:55'],Морские дьяволы. Дальние рубежи,2021 — по н.в.,"Российский контртеррористический центр обзавелся мобильным штабом и противостоит международному информационно-исследовательскому центру «Пандора». Оказывается, «Пандора» — это прекрасно оснащенный центр планирования диверсий, который ведет информационную, политическую и экономическую войну против России. Легендарный отряд «Нерпы» переформировывают в спецподразделение «Акула», куда входят старые знакомые Бизон, Батя, Пригов и Багира, а также новые бойцы. С помощью современных технологий «Акуле» предстоит выполнять боевые задачи на дальних рубежах нашей страны и за ее пределами.",16+,5.0,62 оценки,['боевик'],"['Михаил Баркан', 'Сергей Малюгов']"
НТВ,['02:45'],Старые кадры,2020 (Сериал закончился),"Опытный сотрудник Следственного комитета Александра Токарева случайно срывает операцию по захвату преступной группировки, из-за чего оказывается отстранена от должностных обязанностей. Начальство решает отправить Токареву руководить только что созданным отделом по расследованию нераскрытых преступлений — ОРНП. В свою команду Александра отбирает двух бывших следователей Ивана Долина и Бориса Лейна, а также оперативника Георгия Бархатова. Бравые пенсионеры, не отличающиеся покладистым характером и почтением к начальству, оказываются отличной командой, способной раскрыть даже самые сложные преступления.
«Старые кадры» — российская адаптация британского сериала телеканала BBC «Новые уловки».",16+,5.9,128 оценок,['драма'],['Евгений Звездаков']
НТВ,['04:20'],Агентство скрытых камер,2016 — по н.в.,"Бывший полковник ФСБ Михаил Трошин открывает детективное бюро под названием «Агентство скрытых камер». Кроме Михаила в АСК служат программист Павел, старший лейтенант полиции Егор и Ольга, которая, благодаря актерскому таланту, с легкостью может сыграть роль девочки-подростка или мгновенно преобразиться в женщину-вамп. Каждый день к детективам обращаются люди, которым грозит опасность. В своей работе герои сериала «Агентство скрытых камер» используют первоклассную систему видеонаблюдения, способную подключиться к любому электронному устройству.",16+,5.4,97 оценок,['детектив'],"['Андрей Канивченко', 'Вячеслав Падалка']"
НТВ,['04:50'],Улицы разбитых фонарей,1998 — 2019 (Сериал закончился),"Герои фильма — команда профессионалов Соловец, Волков и Дымов, они борются с преступным миром города на Неве, с гордостью побеждая в каждой схватке с бандитами. Помогают им в этом нелегком деле трое новичков. В каждом эпизоде героев ждут опасные, но увлекательные дела — и убийца-трансвестит, и разные маньяки, и питерские диггеры, и даже дело об НЛО. Для бравых ребят всегда найдется работа на улицах славного города Петербурга, а это значит, что каждый новый день они снова и снова будут вступать в схватку с мафией, преодолевая все трудности.
Большинство серий «Улиц...» снято по произведениям Андрея Кивинова.",16+,7.1,6 939 оценок,['драма'],"['Александр Рогожкин', 'Дмитрий Светозаров', 'Кирилл Капица']"
5 канал,"['05:40', '06:20', '07:05']",Чужой район,2012 — по н.в.,"За приверженность собственным принципам сотрудник уголовного розыска Андрей Фролов получает перевод с должности оперативника на должность простого участкового в самом криминальном районе города. Микрорайон, в котором раньше располагался рабочий поселок имени Красных молотобойцев, теперь зовется «Красный Молот» и имеет дурную славу. На этой спально-рабочей окраине царит разгул преступности и полного беззакония. Фролов сталкивается с местным авторитетом, который держит в страхе весь район. Теперь ему предстоит не только заручиться полным доверием и помощью местных жителей, но и утверждать свои законы на ввереной ему территории.
Сериал «Чужой район» — ироничный детектив с Денисом Рожковым в главной роли. Съемки четвертого сезона начались через десять лет после выхода последних эпизодов третьего сезона.",16+,7.3,1 755 оценок,['комедия'],"['Андрей Коршунов', 'Максим Бриус']"
5 канал,"['08:00', '09:30', '10:05', '11:00', '12:00']",Наш спецназ,2022 — по н.в.,"Виктор Фирсов с детства хотел быть похожим на отца — подполковника Игоря Фирсова, который погиб при исполнении, когда Виктору было 18 лет. Едва вернувшись из армии, Фирсов-младший «унаследовал» работу родителя. Теперь он — умный и сдержанный 45-летний старший оперуполномоченный СОБРа и руководитель группы немедленного реагирования «Трефы». В команде Фирсова (позывной «Пионер») — только лучшие бойцы, которых Виктор набирал и тренировал лично: Сергей Богатов (позывной «Отец»), Михаил Пряников (позывной «Туча»), Юрий Агеев (позывной «Ланцет») и Дмитрий Колодин (позывной «Ромео»). Отряд Фирсова не только выезжает на самые сложные и срочные вызовы, но и самостоятельно расследует преступления. Образцовые спецназовцы готовы пожертвовать собой ради спасения других, но в личной жизни их одолевают сомнения и проблемы. «Пионер» развелся с женой, следователем СК Валентиной Ермошиной, но все еще любит ее; «Ланцет» боится признаться в чувствах официантке из бара; «Туча» встречается с женой влиятельного бизнесмена; а у «Ромео» нет отбоя от прекрасных дам.",16+,6.6,216 оценок,['боевик'],['Виктор Шкуратов']
5 канал,"['13:30', '14:20', '15:15', '16:00', '16:45', '17:30', '18:05', '19:00', '19:45', '20:40', '02:40', '03:15', '03:45', '04:20']",След,2007 — по н.в.,"«Федеральная экспертная служба» — вымышленная организация, занимающаяся расследованием сложных и запутанных преступлений. ФЭС была создана в качестве эксперимента и объединяет несколько отделов, проводящих исследования в различных областях прикладной криминалистики. Каждый из отделов обладает уникальным оборудованием — мощнейшими микроскопами, ультразвуковыми и рентгеновскими приборами, суперкомпьютерами — все это помогает им не пройти мимо самых незначительных и микроскопических улик. Помимо технологических новинок, ФЭС гордится своими превосходными специалистами — криминалистами, судмедэкспертами, биологами, детективами… Сотрудники ФЭС легко делают то, что другим не под силу — все они имеют отличное образование и подготовку в самых разнообразных областях.
Детективный сериал «След», который был впервые был показан на телевидении в 2007 году, стал одним из долгоиграющих проектов на телевидении.",16+,6.5,6 415 оценок,['криминал'],"['Игорь Ромащенко', 'Камиль Закиров', 'Всеволод Аравин']"
5 канал,"['21:25', '22:20', '23:10', '00:30', '01:15', '02:00']",Великолепная пятерка,2019 — по н.в.,"Детективный сериал о буднях оперов «убойного» отдела Петровского РОВД Петербурга. Главные герои — майор Павел Шапошников, капитаны Дмитрий Красавченко и Тимур Бубнов, старлей Антон Ветров и лейтенант Владимир Кузьмин — обладатели разных характеров и взглядов на жизнь. Но объединяет их то, что они ежедневно противостоят злу и ловят преступников, нарушающих покой мирных граждан северной столицы.",16+,7.5,246 оценок,['драма'],['Сергей Полуянов']
ТВ Центр - Урал,"['11:50', '12:50', '02:50', '03:35']",Я знаю твои секреты. Хамелеон,2016 — по н.в.,"Нина (Агата Муцениеце) в совершенстве владеет редкой профессией: она — верификатор и способна, взглянув на человека, определить, лжет он или говорит правду. Однажды девушка находит паспорт незнакомого мужчины, в который вложена записка с просьбой вернуть документ за вознаграждение и номером телефона. Нина звонит и договаривается о встрече с женщиной, которая представилась супругой владельца паспорта. Встретившись с ней, Нина понимает, что женщина лжет. Но дальше события развиваются так стремительно, что у главной героини сериала «Я знаю твои секреты» не остается времени, чтобы понять, почему незнакомка ее обманула. За Ниной начинается настоящая охота: таинственные преступники убивают ее жениха и похищают мать. Девушке приходится обратиться за помощью к капитану Скворцову (Михаил Пшеничный), который довольно скептически относится к ее профессии...",12+,6.4,577 оценок,['мелодрама'],"['Андрей Верещагин', 'Ашот Кещян']"
ТВ Центр - Урал,['13:50'],Мой герой,2015 — 2021 (Телешоу закончилось),"Гостями студии телешоу «„Мой герой“ с Татьяной Устиновой» становятся известные люди — актеры, спортсмены, политики, музыканты. Интервью строится таким образом, что собеседник раскрывается с самой неожиданной стороны. Беседу прерывают рассказы близких людей о госте программы. В студии также появляются вещи, которые так или иначе связаны с этим известным человеком и напоминают о важных событиях в жизни гостя.",12+,6.5,458 оценок,['ток-шоу'],['Татьяна Устинова']
ТВ Центр - Урал,"['15:05', '16:00']",Темная сторона света,2019 — по н.в.,"Следователь по особо тяжким преступлениям Любовь Сторожева всю себя отдает работе и детям и не замечает, как ее муж заводит любовницу. Ей сообщает об этом давний поклонник майор Пошивалов. Но Любе некогда горевать, она расследует убийство женщины, выполненное в стиле хорошо знакомого органам серийного маньяка, который давно сидит за решеткой. Сторожевой предстоит разобраться: в тюрьму попал невиновный человек или новый преступник заметает следы, копируя чужой «стиль».",12+,6.3,89 оценок,['мелодрама'],['Григорий Жихаревич']
ТВ Центр - Урал,"['18:15', '19:10', '20:05', '21:00']",Слепой метод,2022 — по н.в.,"На начальника следственного отдела РОВД Анатолия Акимова совершают покушение. Он остается в живых, но теряет зрение. Покинув службу, Акимов вынужден пользоваться услугами сиделки Ксении Воронцовой. Через некоторое время он обманом втягивает Ксению в серьезное преступление: с помощью девушки Акимов подставляет человека по имени Сергей Иванов, и того обвиняют в убийстве, которого он не совершал. Осознав весь ужас своего поступка, Ксения боится идти в полицию и решает самостоятельно снять обвинения с Иванова, разыскав настоящего убийцу.",16+,6.5,41 оценка,['криминал'],"['Кира Ангелина', 'Сергей Борчуков']"
Культура,['14:00'],Бесприданница,1936,"Экранизация пьесы А.Н. Островского «Бесприданница», снятая советским режиссером Яковом Протазановым. Молодая девушка Лариса Огудалова хороша собой, но бесприданница. А это сильно затрудняет ее замужество. Когда отчаявшейся Ларисе делает предложение Юлий Карандышев, девушка его принимает, но без особой охоты. В разгар приготовлений к свадьбе, в город возвращается ее бывший возлюбленный Сергей Паратов. Старые чувства вспыхивают вновь. Картина «бесприданница» получила золотую медаль на Международной выставке в Париже в 1937 году.",12+,7.3,385 оценок,['драма'],['Яков Протазанов']
Культура,['22:10'],Мегрэ,1991 — 2005 (Сериал закончился),"Опытный следователь комиссар Жюль Мегре берется за расследование самых сложных дел. В работе он руководствуется собственным методом, который сделал его лучшим сыщиком во всей Франции. Вокруг Мегре полно тайн и загадок. Но он не спешит делать выводы: Мегре всегда сосредоточен и нетороплив. За свою долгую карьеру Мегре приходилось расследовать преступления во всех концах Европы, и его репутация известна далеко за пределами родной Франции. Образ гениального сыщика, воплощенный на экране Бруно Кремером, поддерживает атмосферу таинственности картины.",12+,7.1,539 оценок,['детектив'],"['Пьер Жоассен', 'Шарль Немес', 'Кристиан Де Шалонж']"
СТС,"['05:50', '06:00']",Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
СТС,"['06:20', '07:10']",Плакса,2023 — по н.в.,"Когда отец Маши остается без работы, ей вместе с семьей приходится переехать из Москвы в небольшой город Новоморск. Оказавшись в провинциальной школе, девочка сталкивается с нравами и порядками, далекими от тех, к которым она привыкла в элитной школе на Рублевке. Одноклассники начинают травить новенькую, и больше всех старается лидер школы, певица Крис. Атмосфера в школе накаляется, когда Маша влюбляется в парня Крис и собирает музыкальную группу «Плакса». Пережить сложные времена героине помогают фантазии о собственных песнях и видеоклипах.
Шоураннером и музыкальным продюсером сериала «Плакса» выступает лидер группы «Рукки вверх» Сергей Жуков. Главную роль в проекте исполняет его дочь Ника Жукова.",16+,6.9,1 902 оценки,['драма'],['Андрей Силкин']
СТС,['10:20'],Семейка вампиров,2012,"В один прекрасный солнечный день, в самый обыкновенный городок, приезжает самая необыкновенная семья. Папа, мама и сестры — Дакария и Сильвения, семья вампиров! Девочкам придется привыкать к обычной жизни людей — ходить в школу, носить темные очки, использовать крем от загара. И, главное, они должны быть предельно осторожны, чтобы не выдать свою тайну. Фильм «Семейка вампиров» снят по роману «Сестры-вампиры» Франциски Гем.
«Семейка вампиров» — сказочная комедия про семью вампиров.",12+,6.0,326 оценок,['драма'],['Вольфганг Гроос']
СТС,['12:20'],Семейка вампиров 2,2014,"Сильвения и Дакария встречают своих старых приятелей Людо, Иакова и Элен. Недолго думая, они решают объединиться и хорошо провести время. Неожиданно Дакария узнает, что ее кумир отправляется в турне по Германии. Презрев родительские запреты, девушка спешит на концерт любимого музыканта. Ей удается познакомиться с Криптоном и его группой, но ее подстерегает опасность в лице менеджера ансамбля Ксантора, который давно открыл охоту на семейство вампиров.
«Семейка вампиров 2» — продолжение истории о семействе вампиров в обычном немецком городке.",12+,7.5,36 оценок,['драма'],['Вольфганг Гроос']
СТС,['16:15'],"Шоу ""Уральских пельменей""",2009 — по н.в.,"Команда КВН «Уральские пельмени» была создана в 1993 году. Все первые участники коллектива были членами различных студенческих отрядов Уральского политехнического института. В 1995 году команда дебютировала в Высшей лиге КВН, впоследствии отыграла пять сезонов и стала чемпионом Клуба веселых и находчивых в 2000 году, получив неофициальный титул «Последние чемпионы XX века».
Завершив выступления в КВН, участники команды образовали Творческое объединение «Уральские пельмени» и организовали юмористическое шоу, выходящее на телеканале СТС с 2009 года. Каждая новая программа — это полноценный «живой» концерт «Уральских пельменей», на котором демонстрируются пародии, музыкальные номера, миниатюры, юмористические зарисовки, объединенные общей (как правило, актуальной) темой.",16+,7.7,5 146 оценок,['юмористическое'],[]
СТС,['21:00'],Пятый элемент,1997,"XXIII век. К Земле на огромной скорости движется пылающий шар, являющийся средоточием Зла. Чтобы остановить его, нужно соединить пять элементов в древнем храме, построенном на Земле инопланетянами. Пятым элементом оказывается красивая девушка по имени Лилу, говорящая на непонятном языке и обладающая невероятной силой. Прыгнув на машину случайно подвернувшегося таксиста Корбена Далласа, девица предопределила его судьбу: вместе им придется соединить все элементы и спасти мир.
«Пятый элемент» — фантастический боевик Люка Бессона с Брюсом Уиллисом и Милой Йовович в главных ролях. Мировая премьера состоялась на Каннском кинофестивале 7 мая 1997 года.",16+,8.0,44 093 оценки,['комедия'],['Люк Бессон']
СТС,['23:35'],Моя пиратская свадьба,2023,"Том и Дарси устраивают роскошную свадьбу на острове. Однако все сразу идет не по плану. Сначала родственники срывают подготовку к празднику, а затем и вовсе торжественную церемонию прерывает группа вооруженных пиратов. Теперь жениху и невесте приходится думать не о рассадке гостей, а о том, как спасти себя и близких. И между делом заново пережить то самое чувство, которое когда-то свело их вместе.
«Моя пиратская свадьба» — романтическая экшен-комедия с Дженнифер Лопез и Джошем Дюамелем.",18+,5.8,217 оценок,['мелодрама'],['Джейсон Мур']
