Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
5 канал,"['02:10', '02:50', '03:30', '04:15', '04:55']",Закон тайги,2024,"Полковник Николай Устюжанин — бывший оперативник военной контрразведки, мастер стрельбы и рукопашного боя, готовый жертвовать собой ради достижения целей. Однажды операция, в которой участвует Николай, проваливается, и погибает один из агентов. Устюжанина, который уверен, что в отделе завелся «крот», отстраняют от службы до конца расследования. Чтобы выманить предателя, который, по расчетам героя, захочет его убить, Устюжанин уезжает в глухую деревню к своему сослуживцу — главе приграничного района, и устраивается на работу управляющим лесного хозяйства. Новая должность оказывается едва ли не опаснее основной работы Николая: ему приходится столкнуться с контрабандистами, браконьерами, черными копателями, и узнать, что некоторые его предшественники пропали без вести или были убиты. Кроме всего прочего, Устюжанин ощутит на себе повышенное женское внимание со стороны доктора Шишкиной, капитана юстиции Лидии и местной бизнес-леди Марины.
Сериал «Закон тайги» — остросюжетный детектив с Александром Дьяченко в главной роли.",16+,7.2,108 оценок,['боевик'],"['Александр Колесник', 'Сергей Горбачев']"
ТВ Центр - Урал,['07:00'],Давайте познакомимся,2016 (Сериал закончился),"На глазах у Любы Соловьевой (Вероника Пляшкевич) происходит авария, в результате которой незнакомый ей мужчина Павел Соловьев (Алексей Анищенко) оказывается в коме. Люба отправляется в реанимацию, навестить пострадавшего, где все думают, что женщина — супруга Павла. Также главная героиня сериала «Давайте познакомимся» принимает решение заботиться о сыне Соловьева, маленьком Шуре (Руслан Чернецкий). Сложившаяся ситуация совсем не нравится мужу Любы Сергею несмотря на то, что супруги уже решили расстаться. Спустя некоторое время Павел выходит из комы, но оказывается, что он потерял память...",12+,5.5,40 оценок,['мелодрама'],['Александр Кананович']
ТВ Центр - Урал,"['13:10', '14:45', '15:15', '16:10']",Детдомовка,2021 (Сериал закончился),"Бывшую детдомовку и скромную преподавательницу танцев в провинциальном ДК Настю Кукушкину похищают неизвестные с явным намерением убить. Только случайное стечение обстоятельств позволет женщине сбежать. Но теперь за ней и ее десятилетней дочерью начинается настоящая охота. Настя вынуждена спасать себя и дочь, не понимая, кто и почему хочет их смерти.",16+,5.8,54 оценки,['мелодрама'],['Жанна Коханова']
Культура,['07:48'],В яранге горит огонь,1956,"В яранге спасаясь от снежных бурь и жестоких морозов, живет мама с двумя детьми — дочерью Теюне и сыном Ятто. Дети не особо стремятся помогать матери по хозяйству и только и делают, что лениво валяются у очага. И вот однажды мама попросила Теюне и Ятто собрать хвороста для огня, но те снова не послушались. В итоге огонь погас, и пурга ворвалась в ярангу и превратила их добрую маму в молчаливую птицу и забрала ее с собой. Теперь брату и сестре предстоит преодолеть немало преград, чтобы вернуть маму домой.",6+,7.3,57 оценок,['короткометражный'],"['Леонид Аристов', 'Ольга Ходатаева']"
Культура,['10:15'],Валентина,1980,"Сибирь, 1970 год. Валентина — красивая 18-летняя девушка, работает официанткой в местной закусочной. Вот уже много месяцев она безнадежно влюблена в здешнего следователя Владимира Шаманова. Поглощенный своими заботами, тот и не замечает душевных волнений юного девичьего сердца. Безропотная любовь толкает Валентину на искреннее признание, ставшее для Шаманова настоящим откровением. Между тем, череда злосчастных жизненных событий вынуждает девушку отказаться от своего счастья.
«Валентина» — кинопостановка пьесы Александра Вампилова «Прошлым летом в Чулимске», семейно-бытовая драма от лауреата Каннского и Берлинского кинофестивалей Глеба Панфилова.",12+,7.7,381 оценка,['драма'],['Глеб Панфилов']
Культура,['17:20'],Версия полковника Зорина,1978,"Вскоре после дерзкого ограбления ювелирного магазина в городе происходят два убийства. Опытный следователь подозревает, что между этими преступлениями есть связь. Но доказательств нет. При этом главарь шайки не только не думает скрываться, но спокойно общается со следователем. Он уверен, что тонко просчитал все ходы, а потому неуязвим.",0+,7.5,450 оценок,['криминал'],['Андрей Ладынин']
Культура,['19:45'],Берег,1983,"Бывший лейтенант, а ныне известный советский писатель Вадим Никитин приезжает в Германию в город Гамбург, где собираются выпустить его роман, посвященный Великой Отечественной войне. Для Вадима Гамбург не просто город, в котором он отчаянно сражался за победу над фашистами весной 1945 года, но и место, где он встретил свою первую любовь, немку Эмму. Сорок лет прошло с тех пор, как влюбленные виделись в последний раз. Неожиданно Вадим встречает Эмму и память уносит его в прошлое, где они были молоды и влюблены. Военно-лирическая драма «Берег» основана на одноименном романе Юрия Бондарева.",6+,7.3,130 оценок,['мелодрама'],"['Александр Алов', 'Владимир Наумов']"
Культура,['23:05'],К черту на рога,2016,"15 лет верой и правдой служил Кекко своему народу — с утра до ночи, не жалея сил, просиживал штаны в Управлении охоты и рыболовства. Положение, зарплата, куча бонусов, включая милые подарки от посетителей: не жизнь, а сказка. Но пришла беда откуда не ждали — в министерстве решили сократить штаты, предложив чиновникам хорошее выходное пособие. Ну, а тем, кто заартачится, — добро пожаловать в командировку «к черту на рога». Упрямец Кекко не захотел расставаться с дорогой его сердцу госслужбой — и начался полный приключений период в жизни бюрократа-бездельника. Уж чего только реформаторы не придумывали, чтобы от него избавиться, в какие только медвежьи углы Италии его не посылали — все без толку. И тогда министерские изверги отправили Кекко на Северный полюс, думали — в наказание, а оказалось — навстречу сумасшедшей любви.",16+,6.5,254 оценки,['комедия'],['Дженнаро Нунцианте']
СТС,"['05:50', '06:00']",Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
СТС,"['07:15', '13:20']","Шоу ""Уральских пельменей""",2009 — по н.в.,"Команда КВН «Уральские пельмени» была создана в 1993 году. Все первые участники коллектива были членами различных студенческих отрядов Уральского политехнического института. В 1995 году команда дебютировала в Высшей лиге КВН, впоследствии отыграла пять сезонов и стала чемпионом Клуба веселых и находчивых в 2000 году, получив неофициальный титул «Последние чемпионы XX века».
Завершив выступления в КВН, участники команды образовали Творческое объединение «Уральские пельмени» и организовали юмористическое шоу, выходящее на телеканале СТС с 2009 года. Каждая новая программа — это полноценный «живой» концерт «Уральских пельменей», на котором демонстрируются пародии, музыкальные номера, миниатюры, юмористические зарисовки, объединенные общей (как правило, актуальной) темой.",16+,7.7,5 146 оценок,['юмористическое'],[]
СТС,"['07:30', '09:00']",Про100 кухня,2017 — по н.в.,"В каждом выпуске телешоу «ПроСТО кухня» ведущий, шеф-повар Александр Белькович, познакомит с секретами приготовления недорогих, но очень вкусных блюд. Зрители узнают, как можно поесть не хуже, чем в ресторане, истратив на ингредиенты для приготовления блюда всего 100 рублей. Мастер поделится своими знаниями о различных техниках приготовления пищи, правилах выбора и хранения продуктов питания, подарит идеи оригинальной сервировки. Программа будет интересна не только женщинам, но и мужчинам.",12+,7.8,203 оценки,['кулинарное'],['Александр Белькович']
СТС,"['11:00', '02:25']",Суперниндзя,2023 — по н.в.,"В шоу принимает участие 175 атлетов со всей страны. Среди них есть как профессиональные спортсмены, так и представители самых разных профессий — фитнес-тренер, дрессировщик, сыровар, диджей, спасатель, машинист поезда и другие. Соревнуясь друг с другом в скорости и выносливости, игроки проходят трассу, состоящую из двух полос препятствий по 100 метров. На каждом этапе нужно снимать светящиеся кольца. Если их не сорвать — участник не может продолжить испытание. В полуфинал выходят 70 участников, в финал — 35. Двое лучших атлетов попадают в суперфинал, где им предстоит сразиться на вершине 26-метровой башни.
«Суперниндзя» — захватывающее спортивное шоу телеканала СТС, которое ведут Дмитрий Масленников, Василий Артемьев и Валерия Астапова.",16+,7.7,172 оценки,['реалити-шоу'],"['Дмитрий Масленников', 'Василий Артемьев', 'Валерия Астапова']"
СТС,['14:35'],Легенда о Коловрате,2017,"XIII век. Русь раздроблена и вот-вот падет на колени перед ханом Золотой Орды Батыем. Испепеляя города и заливая русские земли кровью, захватчики не встречают серьезного сопротивления, и лишь один воин бросает им вызов. Рязанский воевода Евпатий Коловрат возглавляет отряд смельчаков, чтобы отомстить за свою любовь и за свою родину. Его отвага поразит даже Батыя, а его имя навсегда останется в памяти народа. Воин, ставший легендой. Подвиг, сохранившийся в веках.",12+,6.9,5 343 оценки,['боевик'],['Иван Шурховецкий']
СТС,['17:00'],"Руслан и Людмила. Больше, чем сказка",2023,"Накануне свадьбы с Русланом прекрасную Людмилу похищает колдун Черномор, у которого есть мечта собрать у себя в замке коллекцию сказочных принцесс. Пока Руслан преодолевает испытания на пути к своей невесте через волшебные земли и густые чащи, сама Людмила оказывается не просто принцессой, но и отважной и современной девушкой, которая себя в обиду не даст. 
«Руслан и Людмила. Больше, чем сказка» — современная версия пушкинской поэмы «Руслан и Людмила».",6+,6.1,125 оценок,['мультфильмы'],"['Алексей Цицилин', 'Владимир Николаев', 'Алексей Замыслов']"
СТС,['18:55'],Яга и книга заклинаний,2023,"Где-то на болотах Тридевятого царства живет в избушке рыжеволосая Яга вместе со своим котом-изобретателем и веселыми домовыми. Для того, чтобы стать настоящей ведьмой, Яге нужна Книга Заклинаний, которую когда-то давно у нее похитила злая колдунья Беладонна. Когда на пороге избушки неожиданно объявляется царевна Синеглазка, у Яги появляется шанс поквитаться с обидчицей и узнать, в чем сила истинного волшебства.",6+,7.7,106 оценок,['мультфильмы'],['Владимир Саков']
СТС,['21:00'],Баба Яга спасает мир,2023,"Сенька — непоседливый и любопытный школьник, удивительным образом оказавшийся в сказочном лесу, скрытом от людских глаз мощным заклятием Бабы Яги, чтобы в мир не проникли дремлющие там темные силы. Но заклятие больше не действует, и зловещее волшебство вместе с Кощеем Бессмертным вот-вот пробудятся. Чтобы возобновить защиту, Яга отправляется в современный город на поиски дивноцвета, мощнейшего оружия волшебников. Сеньке предстоит помочь спасти человечество, но сначала ему придется выбрать, на чьей стороне сражаться — всесильного Кощея или хитрой Яги.
«Баба Яга спасает мир» (2023) — приключенческая сказка с Людмилой Артемьевой в главной роли. Также в фильме сыграли Глафира Тарханова, Олеся Железняк, Григорий Сиятвинда, Алексей Дмитриев, Александр Ильин и другие актеры.",6+,6.2,219 оценок,['комедия'],['Карен Захаров']
СТС,['22:55'],"На солнце, вдоль рядов кукурузы",2023,"Дамир Юсупов был обычным мальчишкой, грезил о небе и мечтал стать летчиком, как папа. Но судьба распорядилась иначе. Спустя годы Дамир все же воплотил свою заветную мечту, вопреки всем трудностям став пилотом гражданской авиации. В августе 2019 года пассажирский самолет, за штурвалом которого находился Юсупов, столкнулся со стаей чаек. В этой стрессовой ситуации герой принял решение сажать самолет на кукурузное поле и таким образом спас жизни 233 человек.
«На солнце, вдоль рядов кукурузы» — основанная на реальных событиях экшен-драма Сарика Андреасяна о несбыточной мечте и подвиге, поразившем весь мир. В главной роли — Егор Бероев.",6+,6.5,2 178 оценок,['драма'],['Сарик Андреасян']
СТС,['00:45'],Дикий,2018,"Джо Брейвен — скромный лесник, живущий в маленьком уединенном доме в горах на границе США и Канады. Неожиданно вся его жизнь меняется. В этом тихом месте, где покой его семьи не тревожил никто, кроме зверей, он сталкивается с опасной бандой наркоторговцев. Но и они даже не подозревали, что в тиши леса скрывается столь опасный человек — ему есть за кого бороться, и он не боится убивать.
«Дикий» — боевик с Джейсоном Момоа в главной роли.",18+,5.7,286 оценок,['боевик'],['Лин Одинг']
СТС,['03:25'],Бедные Абрамовичи,2023 — по н.в.,"В центре Москвы, рядом с синагогой, живут четыре поколения одной еврейской семьи Абрамовичей. Все они, за исключением старой Муси Львовны, весьма далеки от корней, религии и традиций. Например, Боря спокойно ест и продает свинину, а его сын Давид и вовсе скрывает свое происхождение. Но однажды в Борю Абрамовича ударяет молния, и с этого момента он начинает видеть дух своего предка Хаима. Прапрапрапрапрадед рассказывает, что когда-то совершил страшный грех и навлек на род Абрамовичей проклятие. Только Боря может снять его, но для этого нужно освободить душу Хаима и попутно обратиться к истокам и раскрыть смысл иудаизма.",16+,6.6,860 оценок,['комедия'],['Илья Фарфель']
РЕН ТВ,"['05:00', '03:10']",Самые шокирующие гипотезы,2015 — по н.в.,"«Самые шокирующие гипотезы» — цикл документальных передач, посвященный новому толкованию всем известных исторических событий, обыденных явлений в нашей жизни и фактов из других областей человеческих знаний. Журналисты, основываясь на неизвестных ранее сведениях, помогут иначе взглянуть на то, что прежде казалось непреложной истиной, и в очередной раз удостовериться в относительности знаний человека об окружающем мире.",16+,7.6,601 оценка,['документальное'],['Игорь Прокопенко']
РЕН ТВ,"['11:00', '13:00']","""Военная тайна"" с Игорем Прокопенко",1998 — по н.в.,"«Военная тайна» — одна из старейших программ на Рен ТВ, которая имеет очень устойчивую аудиторию и которой нет аналогов на отечественном телевидении. Ее содержание полностью соответствует интригующему названию: своими секретами с ведущим и корреспондентами программы делятся военные и политики, разведчики и сотрудники спецслужб.
Визитная карточка программы — эксклюзивная информация, уникальные документы и видеосъемка. Объект исследования — парадоксальные события, оставившие след в нашей истории, а также тайные пружины, которые подчас приводят в действие механизм обеспечения безопасности государства.",16+,7.4,633 оценки,['документальное'],['Игорь Прокопенко']
РЕН ТВ,['20:00'],Восемь сотен,2020,"Сюжет фильма основан на эпизоде японо-китайской войны 1937 года, когда 88-я дивизия Народно-революционной армии Китая, в которой на момент события оставалось чуть больше 400 человек из восьми сотен, четверо суток держала оборону склада Сыхан в Шанхае, отвоевывая для остальных войск время для отступления.",18+,6.8,331 оценка,['драма'],['Ху Гуань']
РЕН ТВ,['22:50'],Мидуэй,2019,"Вынужденная прервать нейтралитет после разгрома японской авиацией большей части флота США в Перл-Харборе, Америка вступает в войну. В июне 1942 года остатки американского флота под командованием адмирала Честера Нимица сражаются с Императорским флотом Японии у атолла Мидуэй.
«Мидуэй» — история одного из самых масштабных и стратегически важных морских сражений на Тихом океане Второй мировой войны.",18+,6.5,362 оценки,['драма'],['Роланд Эммерих']
ТНТ,"['05:35', '06:15', '07:00', '07:30', '08:30', '09:30']",Однажды в России,2014 — по н.в.,"Многожанровое телешоу «Однажды в России» высмеивает различные проблемы и слабые стороны страны и ее жителей. В начале каждого выпуска ведущий-конферансье выступает с небольшим стендапом, обозначающим тему эпизода. Далее актеры и члены различных команд КВН разыгрывают на сцене перед зрителями скетчи — юмористические номера на заданную тему. Эти сценки снимают камеры — таким образом, происходит реальное театральное действие, совмещенное с кинопроизводством.",16+,7.1,1 636 оценок,['юмористическое'],['Азамат Мусагалиев']
ТНТ,"['10:30', '13:00', '15:50']",Экстрасенсы. Битва сильнейших,2023 — по н.в.,"Самые сильные, яркие и талантливые участники знаменитого телешоу «Битва экстрасенсов» соревнуются за право называться лучшими. В каждом выпуске героев ждет одно сложное испытание, во время которого эзотерикам придется подтвердить свой статус и способности, устоять перед критикой соперников, проявить сочувствие и помочь героям программы. Оценивают экстрасенсов наблюдатели: Илья Ларионов, Андрей Кислицын, Вера Сотникова. Ведущий шоу — Марат Башаров.
В первом сезоне шоу «Экстрасенсы. Битва сильнейших» приняло участие девять участников, среди которых Александр и Олег Шепсы, Виктория Райдос, Константин Гецати, Лина Джебисашвили, Влад Череватый, Надежда Шевченко.
Участниками второго сезона передачи «Экстрасенсы. Битва сильнейших» станут Виктория Райдос, Влад Череватый, Олег Шепс, Соня Егорова. К ним присоединятся триумфаторы шоу «Экстрасенсы. Реванш»: обладатель приза «Синяя рука» и победитель зрительского голосования.",16+,8.6,320 оценок,['реалити-шоу'],['Марат Башаров']
ТНТ,['00:30'],Женский Стендап,2020 — по н.в.,"Острое, злободневное, честное и смешное шоу, в котором женщины откровенно говорят о том, что их волнует, и шутят над противоположным полом. Для комикесс из шоу «Женский стендап» нет запретных тем: они легко и с юмором рассказывают о мужьях, детях, карьере, интимной жизни, высмеивают стереотипы, связанные с женщинами, открывают свои сильные стороны и признаются в слабостях.
«Женский стендап» — комедийное шоу телеканала ТНТ. В числе постоянных резидентов проекта — Ирина Мягкова, Зоя Яровицына, Надя Джабраилова, Мария Маркова, Варвара Щербакова, Саша Муратова, Сауле Юсупова, Маргарита Родина, Карина Мейханаджян, Белла Малу и многие другие.",18+,8.2,269 оценок,['развлекательное'],['Ирина Мягкова']
ТНТ,"['03:35', '04:20']",Я тебе не верю,2021 — 2022 (Телешоу закончилось),"В каждом выпуске шоу участвуют два звездных гостя. Они соревнуются в разных конкурсах и пытаются обмануть друг друга. Выигрывает тот, кто лучше врет и лучше распознает ложь.",16+,7.8,197 оценок,['игровое'],"['Азамат Мусагалиев', 'Денис Дорохов']"
ОТР,['12:35'],Замороженный,1969,"Однажды франко-датская экспедиция обнаруживает в снегах Гренландии замерзшего в льдине человека. Рядом – обломки корабля «Голланд», исчезнувшего в 1905 году. По внешнему виду и одежде замороженного исследователи делают вывод, что он пробыл подо льдом почти 65 лет…. Французский профессор Лорьеба и его коллега Барков возвращают замороженного к жизни. Он оказывается дедушкой жены фабриканта Юбера, о чем ему незамедлительно сообщают. Эта новость мужчину не радует, ведь фирма, которой он руководит, принадлежит его жене Эдме, а с появлением нового родственника может поставить под вопрос его позиции.",12+,7.3,304 оценки,['комедия'],['Эдуар Молинаро']
ОТР,['13:55'],Остров,1973,"Мультипликационная история человека, попавшего на необитаемый остров. Современный Робинзон чрезвычайно одинок, находясь на крошечном островке суши посреди бескрайнего океана. Режиссером короткометражного фильма выступил Федор Хитрук. Первый монтаж мультфильма не устроил Хитрука, но во время просмотра он случайно надавил на педаль быстрой перемотки. Пленка пошла быстрее, и это решило будущую судьбу «Острова». В 1974 году мультфильм был удостоен Золотой пальмовой ветви Каннского кинофестиваля.
",12+,7.8,82 оценки,['короткометражный'],['Федор Хитрук']
ОТР,"['20:05', '21:05']",Какая чудная игра,1995,"События фильма разворачиваются в начале 1950-х годов. Студенты института искусств живут в общежитии весело, но бедно. Однако они не унывают и постоянно придумывают веселые розыгрыши и шутки. Однажды студент Рыбкин, умело подражающий разным голосам, объявляет по радио голосом Юрия Левитана об отмене всех запретов в СССР. Шутка выходит из-под контроля, и герои оказываются лицом к лицу с последствиями своего неудачного розыгрыша.
«Какая чудная игра» — драма, снятая по мотивам реальных событий, одним из участников которых был актер Николай Рыбников.",16+,7.7,121 оценка,['драма'],['Петр Тодоровский']
ОТР,['21:40'],Ваш репетитор,2018,"Главный герой — семнадцатилетний Савва, закончивший школу и готовящийся к поступлению в университет. Савва стоит на пороге взрослой жизни, ответственность за которую ложится на его плечи. Он должен подготовиться к экзамену по зарубежной литературе и решает найти себе преподавателя на сайте «Ваш репетитор». В это время родители Саввы уезжают в отпуск, оставляя его одного дома.",12+,5.6,105 оценок,['драма'],['Антон Коломеец']
ОТР,['23:05'],Разбирая Гарри,1997,"Гарри Блок — известный и в целом удачливый писатель, мужчина с горой комплексов и в то же время чрезвычайно самовлюбленный. Он занят работой над новой книгой, но не может написать ни строчки, хотя уже потратил весь выданный ему аванс. К этой проблеме прибавляются другие. Гарри пытается разобраться в запутанных отношениях с многочисленными поклонницами, женщинами и друзьями и решает, кого из них взять с собой на вручение премии в родном университете. Вокруг героя творится неразбериха. Нынешняя подруга выходит замуж за его приятеля, знакомый сваливается с сердечным приступом, а бывшая жена не разрешает Гарри видеться с сыном.
«Разбирая Гарри» (1997) — эксцентричная комедия Вуди Аллена, также исполнившего главную роль.",16+,7.3,74 оценки,['драма'],['Вуди Аллен']
ОТР,['00:35'],Два в одном,2007,"Фильм состоит из двух новелл.
Новелла первая. На сцене театра повесился актер. Как-то в этом замешан рабочий сцены. Но тело лицедея в петле — далеко не единственная, да и не самая захватывающая интрига, раздирающая труппу. Настоящая смерть пришла в мир условности, и уже невозможно предположить, куда заведет череда событий. И понять, сколько еще смертей ждет эту труппу. А может быть, среди этих людей и не было живых? Но шоу должно продолжаться — во что бы то ни стало, и оно продолжается.
Новелла вторая. Стареющий ловелас не может смириться с одиночеством. У него есть все, кроме того, в чем он отчаянно нуждается — женщины его жизни. Он готов искать ее до изнеможения. До смерти. Единственная женщина рядом с ним — его дочь, которой приходиться терпеть все издержки такого положения. Не выдерживая напряжения, она приводит в дом свою подругу, простодушную работницу трамвайного депо. Дверь за ними закрывается, и единственный ключ, который позволит им вырваться — это акт любви — или смерти. Но может ли умереть настоящая любовь?",16+,5.2,56 оценок,['драма'],['Кира Муратова']
ОТР,['02:40'],Я служу на границе,1973,"На границе проходит службу молодой и дерзкий пограничник Седых, часто перечащий старшим по званию. Начальник пограничной заставы майор Гребнев, свято чтящий воинскую дисциплину и устав, неодобрительно смотрит на многочисленные нарушения пограничника. В конце концов, Гребнев решает поставить зарвавшегося молодца на место. Жесткий разговор имеет свое решающее действие. В нужную минуту нравоучения Гребнева помогают Седых принять верное решение, от которого зависит его жизнь и судьба границы. «Я служу на границе» — героическая киноповесть о буднях пограничников.",0+,6.8,73 оценки,['боевик'],['Наум Бирман']
ОТР,['04:05'],Клуб любителей книг и пирогов из картофельных очистков,2018,"Джульет — писательница из Англии, которая вступает в переписку с жителями острова Гернси, едва начавшими новую жизнь после оккупации во время Второй мировой войны. Чувствуя глубокий и неподдельный интерес к судьбам островитян, девушка отправляется туда, чтобы написать о них книгу.",12+,7.1,331 оценка,['драма'],['Майк Ньюэлл']
Dомашний,['05:20'],Давай разведемся!,2014 — по н.в.,"«Давай разведемся» — это 80 жизненных историй, взятых из жизни. В режиме реального времени суд разбирает семейные дела и решает, на чьей стороне объективная правда. Ведущая проекта — судья в отставке Елена Лестуха.",16+,5.9,146 оценок,['реалити-шоу'],"['Елена Лестуха', 'Екатерина Романова']"
Dомашний,"['06:10', '06:30', '07:18', '08:07', '08:56']",Мачеха,2016 (Сериал закончился),"Светлана (Дарья Калмыкова) живет спокойно и счастливо: у нее есть собственная квартира в столице, любимый муж Сергей (Дмитрий Ульянов) и маленький сын Антон. Но в один миг вся жизнь семьи Филипповых меняется — незнакомый мужчина сообщает, что у Сергея есть внебрачная дочь-подросток Марина, мать которой недавно умерла. Светлана и Сергей принимают решение забрать девочку. Избалованная и капризная Марина превращает жизнь Филипповых в кошмар. Главной героине сериала «Мачеха» предстоит приложить усилия, чтобы стать хорошей мамой для девочки...",16+,7.3,102 оценки,['мелодрама'],['Александр Аравин']
Dомашний,"['19:00', '21:07']",Великолепный век,2011 — 2014 (Сериал закончился),"Турецкая сага о правителе Османской империи и его безумной любви к украинской красавице отчасти основана на реальных событиях. Сериал повествует о наиболее заметных событиях правления султана Сулеймана Великолепного и о его взаимоотношениях с наложницей Александрой, принявшей ислам и получившей имя Хюррем. Османы взяли её в плен во времена набега крымских татар на Рогатин, после чего она была подарена султану будущим визирем Ибрагимом-пашой. Александра — не только искусная любовница, но и умная, интересная собеседница, хорошо разбирающаяся в искусстве и государственных делах. Чтобы реализовать свои амбиции в султанате, Хюррем нейтрализует всех, кто ей может в этом помешать.
Захватывающая историческая драма «Великолепный век» — один из самых дорогих турецких сериалов за всю историю. Главные роли исполняют актеры Халит Эргенч, Мерьем Узерли, Вахиде Перчин, Гюрбей Илери, Пелин Карахан.",16+,6.7,104 529 оценок,['драма'],"['Дурул Тайлан', 'Ягмур Тайлан']"
Dомашний,"['23:15', '00:10', '01:05', '02:00']","Тот, кто рядом",2016 (Сериал закончился),"Цирковая гимнастка Лиза во время выступления получает тяжелейшую травму, в результате которой вынуждена на время уйти из профессии. В больнице она знакомится с полицейским Максимом Крыловым, расследующим ее несчастный случай. Между героями сериала «Тот, кто рядом» возникает симпатия, а уже через месяц они решают пожениться. Все вокруг поддерживают Лизу, единственная, кто пытается помешать ее счастью, — бывшая девушка Максима.
Время идет, Лиза полностью восстановилась и готова вернуться на арену. Однако мечтам о цирке не суждено сбыться, она узнает, что ее место заняла другая гимнастка. Лизе крайне тяжело смириться с этой новостью, она чувствует, что ее предали. Вскоре начинают происходить загадочные убийства коллег Лизы. Расследовать это дело поручают Максиму.",12+,6.3,147 оценок,['мелодрама'],['Анатолий Артамонов']
Dомашний,"['02:55', '03:35', '04:15', '04:55']",Уроки счастья,2017 (Сериал закончился),"К празднику по случаю 20-летия совместной жизни супруги подготовили друг для друга важные новости: Маша сообщила, что ждет третьего ребенка, а Валерий — что уходит к другой женщине. С этого начинается черная полоса в жизни героини сериала «Уроки счастья». Муж просит Машу уехать из дома, чтобы он мог привезти туда новую возлюбленную, а дочь Лера внезапно заявляет, что хочет жить с отцом. Не щадя чувств матери, девочка обвиняет Машу в том, что она перестала следить за собой, отстала от жизни и сама виновата в том, что Валерий ее бросил. Лере кажется, что она лучше знает, как матери нужно вести себя, чтобы обрести счастье.",12+,7.6,73 оценки,['мелодрама'],['Виталий Бабенко']
Пятница!,['06:05'],Как львенок и черепаха пели песню,1974,"Рисованный мультфильм «Как львенок и черепаха пели песню» открывает сборник Инессы Ковалевской, впоследствии продолжившей музыкальную тему работами «Катерок» и «В порту». Услышав однажды приятную мелодию, львенок Ррр-мяу завел дружбу с Черепахой, которая её сочинила. Стоило им спеть дуэтом, как оказалось, что оба поют совершенно по-разному. Вместо «лежу» львенок все время пел «сижу», потому что не понимал, как можно петь песню лежа на боку. Путем проб и ошибок им все же удается запеть в унисон.",6+,8.0,4 869 оценок,['короткометражный'],['Инесса Ковалевская']
Пятница!,['06:10'],Паровозик из Ромашково,1967,"Паровозик из Ромашково постоянно опаздывал, поскольку по пути не пропускал ни одной птички, ни одного цветочка. Паровозик очень любил природу и был очень добрым, поэтому никому не мог отказать в помощи. Но его опоздания не нравились станционному смотрителю и пассажирам. Тогда паровозик, отправившись в очередной рейс, решает рассказать своим пассажирам о красоте окружающего мира, и поет им свою веселую песенку.",6+,7.8,352 оценки,['детский'],['Владимир Дегтярев']
Пятница!,['06:20'],Золотая антилопа,1954,"Маленький сирота спасает в лесу от хищника Золотую антилопу, которая может ударом своих копыт выбивать золотые монеты. За диковинной антилопой охотятся все местные богачи, но никто не может поймать ее. Когда стало известно, что мальчик пользуется доверием у Антилопы, жадный раджа приказывает схватить его и привести к нему во дворец. Там он угрозами заставляет сироту показать ему, где живет Золотая антилопа. Мультфильм по мотивам индийских сказок был удостоен почетного диплома за высокие художественные качества на Каннском кинофестивале 1955 года.",6+,8.0,5 639 оценок,['короткометражный'],['Лев Атаманов']
Пятница!,['06:50'],Умка,1969,"Мультфильм о дружбе медвежонка по имени Умка и маленького мальчика. Им придется расстаться, так как полярная экспедиция заканчивается и людям приходится уходить из тех краев, где живут белые медведи.",12+,8.3,6 687 оценок,['короткометражный'],"['Владимир Попов', 'Владимир Пекарь']"
Пятница!,"['07:05', '07:20']",Возвращение блудного попугая,1984 (Сериал закончился),"Попугай Кеша — бездельник и лодырь, целые дни проводит перед телевизором. Его хозяин Вовка — школьник и не может уделять ему много внимания. Тогда Кеша решает начать самостоятельную жизнь, и с этого момента начинаются его приключения и скитания. Он попадает в дом к подростку, купившись на дорогие вещи, но его сажают в клетку. Знакомится с трактористом и попадает с ним в аварию. Рассказывает байки о себе разнообразной публике — вороне, жирному коту, воробьям и другим обитателям двора. И в конечном итоге блудный попугай возвращается к Вовке, рассудив, что дома все-таки лучше.",12+,8.1,9 298 оценок,['комедия'],"['Александр Давыдов', 'Валентин Караваев']"
Пятница!,['07:30'],Погнали!,2023 — по н.в.,"Журналист и путешественник Стас Натанзон посещает самые нетуристические места и рассказывает об изнанке жизни в разных странах мира. Среди героев, которых встречает Натанзон, — представители самых бедных слоев населения в Индии, киллеры из Таиланда, обитатели злачных районов Сингапура и многие другие. Ведущий предупреждает, что его маршруты не стоит повторять, или надо делать это с умом, но в то же время доказывает, что в любых условиях и обстоятельствах люди в разных точках земного шара умеют радоваться жизни.",16+,9.4,122 оценки,['шоу о путешествиях'],['Станислав Натанзон']
