Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
Россия 1,"['14:55', '15:55', '02:10', '03:30']",Райский,2024 (Сериал закончился),"Максим Райский — талантливый следователь с уникальным чутьем, вниманием к деталям и невыносимым характером. Однажды его лучший друг Олег Огарев погибает при загадочных обстоятельствах: падает с платформы и попадает под поезд. Официальная версия — несчастный случай, но Райский уверен, что его приятеля убили. Максим берется за неофициальное расследование этого дела, а параллельно раскрывает другие запутанные преступления. В работе ему помогают вышедший на пенсию отец — генерал-майор полиции Вктор Семенович — и жена погибшего, следователь Ольга Огарева, которая теперь занимает должность начальницы Райского.
«Райский» — детективный сериал с элементами драмы и комедии. Главные роли в проекте исполнили Владимир Жеребцов, Мария Берсенева и Леонид Каневский.",16+,7.3,43 оценки,['детектив'],"['Борис Рабей', 'Евгений Сологалов', 'Дмитрий Сорокин', 'Илья Хотиненко']"
Россия 1,['17:30'],Малахов,2022 — по н.в.,"В прямом эфире программы «Малахов» обсуждаются самые громкие, актуальные и волнующие общественность истории и происшествия. В студии находятся герои выпуска, эксперты и зрители, а также расположен колл-центр, куда поступают звонки, способные существенно повлиять на беседу или изменить ход событий.",12+,4.1,372 оценки,['ток-шоу'],['Андрей Малахов']
Россия 1,"['21:30', '22:30']",Тайны следствия,2000 — по н.в.,"В прокуратуре никогда не бывает весело — особенно когда много преступлений. Трупы, необъяснимые кражи и необычные преступления ждут внимания следователей. Им придется проявить смекалку, чтобы раскрыть любое из поступающих к ним дел — легких дней у них не бывает. Сериал «Тайны следствия» посвящен будням прокуратуры одного из районов Санкт-Петербурга, которая расследует самые, казалось бы, бесперспективные дела. Вероятно, многие из этих дел так и остались бы неразрешенными, если бы не талант и юмор следователя Марии Сергеевны Швецовой.
 
Многосерийный криминальный детектив «Тайны следствия» стартовал 1 сентября 2000 года, став одним из самых популярных и долгоиграющих сериалов в истории российского телевидения. Проект принес широкую популярность актрисе Анне Ковальчук, сыгравшей Швецову. Первые восемь сезонов сериала являются экранизацией детективных романов писательницы Елены Топильской. ",16+,7.4,16 339 оценок,['криминал'],"['Александр Бурцев', 'Илья Макаров', 'Михаил Вассербаум', 'Ольга Кандидатова', 'Рената Грицкова', 'Максим Демченко']"
Россия 1,['23:30'],Вечер с Владимиром Соловьевым,2014 — по н.в.,"Студия телепрограммы является площадкой, где обсуждаются самые резонансные события, которые произошли в политической жизни страны и мира. Гостями телешоу «Вечер с Владимиром Соловьевым» становятся известные политики, общественные деятели, ученые, журналисты, как российские, так и иностранные. В студии звучат диаметрально противоположные точки зрения на обсуждаемую проблему, гости приводят весомые аргументы и доказательства своей правоты. Участникам острой дискуссии не всегда удается прийти к консенсусу.",12+,5.6,2 310 оценок,['ток-шоу'],['Владимир Соловьев']
НТВ,"['05:40', '04:50']",Улицы разбитых фонарей,1998 — 2019 (Сериал закончился),"Герои фильма — команда профессионалов Соловец, Волков и Дымов, они борются с преступным миром города на Неве, с гордостью побеждая в каждой схватке с бандитами. Помогают им в этом нелегком деле трое новичков. В каждом эпизоде героев ждут опасные, но увлекательные дела — и убийца-трансвестит, и разные маньяки, и питерские диггеры, и даже дело об НЛО. Для бравых ребят всегда найдется работа на улицах славного города Петербурга, а это значит, что каждый новый день они снова и снова будут вступать в схватку с мафией, преодолевая все трудности.
Большинство серий «Улиц...» снято по произведениям Андрея Кивинова.",16+,7.1,6 930 оценок,['драма'],"['Александр Рогожкин', 'Дмитрий Светозаров', 'Кирилл Капица']"
НТВ,"['08:25', '10:35']",Пес,2015 — по н.в.,"Полицейский Максим Максимов (Никита Панфилов) когда-то был лучшим сыщиком в городе, однако в одночасье его жизнь круто изменилась: он потерял жену, друзей и любимую работу. Не в силах справиться с ударами судьбы, Макс пристрастился к алкоголю, и неизвестно, чем бы это все для него закончилось, если бы в его жизни не появилась овчарка по кличке Пес, которую он спас от гибели и забрал домой. Вместе со своим новым другом Максим возвращается к детективной работе.
Героям сериала «Пес» предстоит окунуться в водоворот опасных криминальных историй и раскрыть множество запутанных преступлений.",16+,6.9,1 963 оценки,['криминал'],"['Николай Каптан', 'Игорь Забара']"
НТВ,['14:00'],Место встречи,2016 — по н.в.,"Телепрограмма посвящена обсуждению самых острых, злободневных проблем, волнующих каждого человека. Это могут быть вопросы экономики и политики, образования и культуры, правопорядка и здравоохранения. В студию телешоу «Место встречи» приходят политики, ученые, общественные деятели, актеры для того, чтобы высказать свое мнение и предложить пути решения обсуждаемой проблемы. Люди с диаметрально противоположными точками зрения с помощью ведущих пытаются прийти к консенсусу.",12+,6.8,623 оценки,['новостное'],"['Иван Трушкин', 'Андрей Норкин', 'Ольга Белова']"
НТВ,['16:45'],За гранью,2021 — по н.в.,"Героями ток-шоу «За гранью» становятся удивительные люди, чья жизнь выходит за общепринятые рамки и стандарты. Они приходят в студию программы, чтобы рассказать свои шокирующие истории и попросить о помощи. Зрители и приглашенные эксперты выясняют детали биографии героев и пытаются найти решение их проблем, чтобы вернуть их жизни в нормальное русло.",16+,4.9,124 оценки,['ток-шоу'],['Тимур Еремеев']
НТВ,['17:50'],ДНК,2013 — по н.в.,"Каждый выпуск программы — это жизненная драма, в которой единственным выходом может стать медицинский тест. В студии телешоу «ДНК» находится настоящая лаборатория, в которой проводится исследование. Заключение эксперта можно узнать только в конце выпуска. Сюжетами ток-шоу становятся расследование преступлений, установление отцовства и родства.",16+,3.0,396 оценок,['ток-шоу'],['Анна Казючиц']
НТВ,"['20:00', '00:00']",Балабол,2013 — по н.в.,"Бравый провинциальный опер, «одинокий волк» с несерьёзным именем Саня, распутывает безнадежные на взгляд его коллег преступления. Одно из основных преимуществ Сани перед коллегами — его разветвлённая и разношёрстная агентурная сеть. Ведь ему в интересах следствия приходится иметь дело с проститутками и мелкими мошенниками, с бомжами и бродячими музыкантами.
Детективное расследование лежит в основе каждой истории, но внутри сюжета — столкновение характеров героев, их семейные дела и проблемы, и те перемены, которые происходят с ними по ходу действия.
Сериал «Балабол» — иронический детектив с Константином Юшкевичем в главной роли.",16+,7.5,1 154 оценки,['комедия'],['Владимир Мельник']
НТВ,"['00:55', '01:46', '02:37', '03:28']",Пустые города,2024,"Пять лет назад бывшего оперативника Виктора Пугачева и несколько его коллег по уголовному розыску уволили из-за пропажи важных вещественных доказательств. Все эти годы Пугачев провел за пределами родного Северонефтянска, а теперь решил вернуться и невольно стал «нулевым пациентом», привезя в маленький окруженный горами и лесом городок Covid-19. Болезнь распространяется с бешеной скоростью, городу грозит закрытие на карантин, некоторые жители умирают, а остальные ненавидят и избегают Виктора как виновника эпидемии. В то же время в Северонефтянске растет уровень преступности, который может быть связан с тем, что в соседнем цыганском поселке похищают и сразу же теряют привезенный на сохранение бандитский «общак». Начальник местного уголовного розыска, подполковник Давид Егизарян, понимает, что молодые и неопытные сотрудники Тележкин и Ясенева не справятся с наплывом преступлений, и собирает им в помощь уволенных оперативников — Пугачева, Латникова, Шаталина и Дорогина.
Сериал «Пустые города» — это остросюжетный детектив с Антоном Момотом в главной роли.",16+,4.0,18 оценок,['боевик'],['Вадим Саетгалиев']
НТВ,['04:20'],Агентство скрытых камер,2016 — по н.в.,"Бывший полковник ФСБ Михаил Трошин открывает детективное бюро под названием «Агентство скрытых камер». Кроме Михаила в АСК служат программист Павел, старший лейтенант полиции Егор и Ольга, которая, благодаря актерскому таланту, с легкостью может сыграть роль девочки-подростка или мгновенно преобразиться в женщину-вамп. Каждый день к детективам обращаются люди, которым грозит опасность. В своей работе герои сериала «Агентство скрытых камер» используют первоклассную систему видеонаблюдения, способную подключиться к любому электронному устройству.",16+,5.4,97 оценок,['детектив'],"['Андрей Канивченко', 'Вячеслав Падалка']"
5 канал,"['05:25', '05:40', '06:20', '07:05']",Кукольник,2022 (Сериал закончился),"В Петербурге объявляется маньяк, который душит своих жертв, усаживает их в естественную позу и вкладывает в руки куклу. Он действует осторожно и никогда не оставляет следов. Убитых объединяет только то, что все они вели разгульный образ жизни. В городе нарастает паника, все СМИ пишут об убийце и дают ему прозвище — Кукольник. Собравшаяся было уйти из органов следователь Антонина Афинская берется за дело и соглашается стать подопытной в опасном эксперименте. Женщине вводят препарат, который помогает ей понять психологию маньяка, но влечет за собой массу побочных эффектов. Антонина начинает понимать Кукольника, видит сны из его детства, у нее проходит астма, которая была у нее всю жизнь, но при этом следовательница становится раздражительной и начинает страдать от головокружения и звона в ушах. Напарник Афинской — следователь Константин — всерьез переживает за здоровье коллеги.",16+,6.4,109 оценок,['триллер'],['Андрей Коршунов']
5 канал,"['07:55', '09:30', '10:05', '11:00', '12:00', '04:30']",Дознаватель,2010 — 2013 (Сериал закончился),"Группа РУВД занимается раскрытием самых разнообразных преступлений — как «на земле», вместе с операми, так и в «высших сферах» бизнеса.
Главный герой — выпускник юридического факультета Александр Суворов — приходит работать дознавателем в РУВД. Он молод и «зелен», поэтому поначалу его воспринимают с некоторой долей иронии, ведь в районном управлении — сплошь «волки», опера и следователи. Но у нового дознавателя крутой характер и крепкий кулак! Саше Суворову и его товарищам придется окунуться в самую гущу городской преступной жизни — в их работе не будет незначительных дел. Каждая серия детектива «Дознаватель» — это история расследования отдельного преступления, будь то убийство известного в городе бизнесмена или ограбление квартиры генерала МВД, смерть прохожего от клофелина или кража в продуктовом магазине…",16+,7.5,315 оценок,['криминал'],"['Андрей Коршунов', 'Инесса Юрченко']"
5 канал,"['13:30', '14:20', '15:05', '16:00', '16:45', '17:30', '18:05', '18:55', '19:45', '20:35', '02:45', '03:20', '03:55']",След,2007 — по н.в.,"«Федеральная экспертная служба» — вымышленная организация, занимающаяся расследованием сложных и запутанных преступлений. ФЭС была создана в качестве эксперимента и объединяет несколько отделов, проводящих исследования в различных областях прикладной криминалистики. Каждый из отделов обладает уникальным оборудованием — мощнейшими микроскопами, ультразвуковыми и рентгеновскими приборами, суперкомпьютерами — все это помогает им не пройти мимо самых незначительных и микроскопических улик. Помимо технологических новинок, ФЭС гордится своими превосходными специалистами — криминалистами, судмедэкспертами, биологами, детективами… Сотрудники ФЭС легко делают то, что другим не под силу — все они имеют отличное образование и подготовку в самых разнообразных областях.
Детективный сериал «След», который был впервые был показан на телевидении в 2007 году, стал одним из долгоиграющих проектов на телевидении.",16+,6.5,6 414 оценок,['криминал'],"['Игорь Ромащенко', 'Камиль Закиров', 'Всеволод Аравин']"
5 канал,"['21:25', '22:20', '23:10', '00:30', '01:20', '02:05']",Великолепная пятерка,2019 — по н.в.,"Детективный сериал о буднях оперов «убойного» отдела Петровского РОВД Петербурга. Главные герои — майор Павел Шапошников, капитаны Дмитрий Красавченко и Тимур Бубнов, старлей Антон Ветров и лейтенант Владимир Кузьмин — обладатели разных характеров и взглядов на жизнь. Но объединяет их то, что они ежедневно противостоят злу и ловят преступников, нарушающих покой мирных граждан северной столицы.",16+,7.5,246 оценок,['драма'],['Сергей Полуянов']
ТВ Центр - Урал,"['05:00', '13:45', '04:55']",Мой герой,2015 — 2021 (Телешоу закончилось),"Гостями студии телешоу «„Мой герой“ с Татьяной Устиновой» становятся известные люди — актеры, спортсмены, политики, музыканты. Интервью строится таким образом, что собеседник раскрывается с самой неожиданной стороны. Беседу прерывают рассказы близких людей о госте программы. В студии также появляются вещи, которые так или иначе связаны с этим известным человеком и напоминают о важных событиях в жизни гостя.",12+,6.5,458 оценок,['ток-шоу'],['Татьяна Устинова']
ТВ Центр - Урал,['08:20'],Доктор И...,2013 — по н.в.,"«Доктор И…» — не просто телевизионная программа, это позитивный и современный телеэксперт в области здоровья. Шоу учит тому, что вести здоровый образ жизни — не только правильно, но и модно. Общаются с гостями и специалистами, рассказывают интересные медицинские новости, дают полезные советы врач-стоматолог Ирина Першина и актер Виктор Логинов.",12+,5.2,45 оценок,['шоу о здоровье'],"['Виктор Логинов', 'Ирина Першина']"
ТВ Центр - Урал,"['08:45', '09:40']",Человек из дома напротив,2022 (Сериал закончился),"В Петербурге вновь орудует маньяк, который год назад начал убивать прохожих в арках. Частные детективы Макар Илюшин и Сергей Бабкин расследуют исчезновение Никиты Сафонова: сестра просит найти его и утверждает, что недавняя жертва маньяка — это институтский друг Никиты. В последнее время Никите казалось, что за ним кто-то следит из дома напротив. А живет в этом доме совершенно одна девушка Анна: ее мать давно умерла, а отца убили год назад, но каждый месяц кто-то присылает ей деньги, и Анна уверена, что этот человек причастен к убийству.",12+,6.8,139 оценок,['детектив'],['Наталия Микрюкова']
ТВ Центр - Урал,"['11:50', '12:50', '02:50', '03:35']",Я знаю твои секреты,2016 — по н.в.,"Нина (Агата Муцениеце) в совершенстве владеет редкой профессией: она — верификатор и способна, взглянув на человека, определить, лжет он или говорит правду. Однажды девушка находит паспорт незнакомого мужчины, в который вложена записка с просьбой вернуть документ за вознаграждение и номером телефона. Нина звонит и договаривается о встрече с женщиной, которая представилась супругой владельца паспорта. Встретившись с ней, Нина понимает, что женщина лжет. Но дальше события развиваются так стремительно, что у главной героини сериала «Я знаю твои секреты» не остается времени, чтобы понять, почему незнакомка ее обманула. За Ниной начинается настоящая охота: таинственные преступники убивают ее жениха и похищают мать. Девушке приходится обратиться за помощью к капитану Скворцову (Михаил Пшеничный), который довольно скептически относится к ее профессии...",12+,6.4,576 оценок,['мелодрама'],"['Андрей Верещагин', 'Ашот Кещян']"
ТВ Центр - Урал,"['15:05', '16:00']",Танцы в темноте,2023 (Сериал закончился),"В результате взрыва газа Яся потеряла зрение, а ее отец погиб. Девушке достается доля в бизнесе погибшего родителя, она хочет передать ее мужу Василию, но его убивают. Яся переезжает к свекру, но ей кажется, что он ведет себя подозрительно, хочет убить ее и прибрать к рукам бизнес. Расследованием смерти Василия занимаются Татьяна и Павел — герои сериалов «Танцы на песке» и «Танцы на углях». Они распутывают непростое дело и параллельно пытаются разобраться в своих отношениях, вышедших на новый уровень.",16+,6.7,268 оценок,['мелодрама'],['Алексей Праздников']
ТВ Центр - Урал,"['18:15', '19:10', '20:05', '20:55']",Смерть не танцует одна,2022 (Сериал закончился),"Бывший опер Максим Каратов и блогер Маша Смирнова оказываются на торжественном юбилее известной балерины Лидии Крестовской. Среди гостей — близкие легендарной танцовщицы: богатая женщина Магда, создающая музей русского балета; искусствовед Влад, который пишет о Крестовской монографию; лечащий врач балерины Дарья; и помощники виновницы торжества Тарас и Люся. Наряд 95-летней юбилярши украшает старинная брошь с богатой историей — именно это украшение, по завещанию Крестовской, необходимо будет положить с ней в гроб. Сразу после праздника брошь исчезает. Каратов и Смирнова берутся за расследование и пытаются выяснить судьбу драгоценной вещицы.
Сериал «Смерть не танцует одна» снят по детективному роману Анны и Сергея Литвиновых «Через время, через океан».",12+,6.6,97 оценок,['детектив'],['Николай Борц']
Культура,['08:45'],Кража,1982,"США, 1910 год. Конкуренты финансового магната Старкуэтера выкрали тайную переписку, изобличающую его темные финансовые махинации, и передали ее социалисту Говарду Ноксу. Однако накануне выступления, которое разоблачило бы Старкуэтера, компрометирующие бумаги крадет Хоббард — помощник магната. Об этом узнает дочь Старкуэтера, Маргарет Чалмерс, уставшая от своего марионеточного супруга — сенатора Томаса Чалмерса. Женщина решает помочь Ноксу.",12+,7.8,184 оценки,['детектив'],['Леонид Пчелкин']
Культура,['20:05'],Правила жизни,2014 — по н.в.,"Разговор в студии посвящен привычкам и традициям, негласным нормам, которые пронизывают нашу жизнь. Цель проекта «Правила жизни» — разобраться и понять, как возникли эти привычки и традиции, безусловные для современного человека, живущего в нашей стране, каковы правила жизни, по которым можно судить о характере нации в целом. Поведение и этикет, отношения и мораль, этика и эстетика, культура и история — все эти темы затрагиваются в проекте, в студии которого ведущий дискутирует с социологами, антропологами, культурологами и историками.
Ведущим программы «Правила жизни» до середины марта 2022 года был художник и дизайнер Алексей Бегак. После его смерти «Правила жизни» ведет его сын Филипп Бегак.",12+,8.1,134 оценки,['ток-шоу'],"['Филипп Бегак', 'Алексей Бегак']"
Культура,['20:35'],"Спокойной ночи, малыши!",1964 — по н.в.,"«Спокойной ночи, малыши!» — телепередача для детей дошкольного и младшего школьного возраста, существует с сентября 1964 года, никогда не переставала выходить в эфир и всегда была популярной. Задумывалась как «Сказка на ночь», на картинках с закадровым текстом. Позже появились кукольные спектакли и маленькие пьески для детей. С самого начала у программы был свой голос, уникальная песенка «Спят усталые игрушки», убаюкивающая малышей.
Сюжет каждого выпуска состоит из поучительной истории, в которой принимают участие кукольные персонажи: бесшабашный и слегка ленивый поросенок Хрюша, энергичный и исполнительный песик Филя, умный, рассудительный, но пугливый зайчик Степашка, осторожный, но хитрый медвежонок Мишутка. В конце юным зрителям предлагают мультфильм на обсуждаемую тему.",0+,8.1,2 977 оценок,['детское'],"['Анна Михалкова', 'Оксана Федорова', 'Виктор Бычков', 'Дмитрий Маликов', 'Валентина Леонтьева', 'Владимир Ухин', 'Ангелина Вовк', 'Татьяна Судец', 'Татьяна Веденеева', 'Юрий Николаев', 'Юрий Григорьев', 'Александр Леньков', 'Юлия Пустовойтова', 'Юрий Куклачев', 'Амаяк Акопян', 'Григорий Гладков', 'Дмитрий Хаустов', 'Николай Валуев']"
Культура,['21:30'],Белая студия,2011 — по н.в.,"Беседа с деятелем культуры, которая строится вокруг значимых для него произведений искусства. Это книги, кино, музыка, так или иначе повлиявшие на становление его как личности, художника, творца.
Участники программы «Белая студия» — люди, которые в представлении не нуждаются: известные режиссеры, актеры, музыканты, писатели, занимающие особое место не только в отечественной культуре, но и оказавшие влияние на мировое искусство.",12+,7.0,118 оценок,['ток-шоу'],['Дарья Златопольская']
