Channel,Time,Program,Year Release,Description,Age Limit,Rating,Number of Ratings,Categories,Presenters
Россия 1,"['11:30', '18:30']",60 минут,2016 — по н.в.,"«60 минут» — социально-политическое ток-шоу с Ольгой Скабеевой и Евгением Поповым. Каждый выпуск проекта посвящен главному событию текущего дня. В программе принимают участие видные политики, общественные деятели, эксперты по актуальной проблематике, люди из сферы искусства и культуры.",12+,5.5,2 430 оценок,['ток-шоу'],"['Ольга Скабеева', 'Евгений Попов']"
Россия 1,"['14:55', '15:55']",Райский,2024 (Сериал закончился),"Максим Райский — талантливый следователь с уникальным чутьем, вниманием к деталям и невыносимым характером. Однажды его лучший друг Олег Огарев погибает при загадочных обстоятельствах: падает с платформы и попадает под поезд. Официальная версия — несчастный случай, но Райский уверен, что его приятеля убили. Максим берется за неофициальное расследование этого дела, а параллельно раскрывает другие запутанные преступления. В работе ему помогают вышедший на пенсию отец — генерал-майор полиции Вктор Семенович — и жена погибшего, следователь Ольга Огарева, которая теперь занимает должность начальницы Райского.
«Райский» — детективный сериал с элементами драмы и комедии. Главные роли в проекте исполнили Владимир Жеребцов, Мария Берсенева и Леонид Каневский.",16+,7.3,44 оценки,['детектив'],"['Борис Рабей', 'Евгений Сологалов', 'Дмитрий Сорокин', 'Илья Хотиненко']"
Россия 1,['17:30'],Прямой эфир,2011 — по н.в.,"Ведущие Александр Яковлев и Антон Демидов ищут ответы на самые актуальные и резонансные вопросы, исследуют факты и вместе с героями студии стараются докопаться до истины, рассказывая все самое важное и интересное. Передача «Прямой эфир» выходит в эфир каждую пятницу.
В 2011—2013 годах ведущим передачи «Прямой эфир» был журналист Михаил Зеленский. После его место занял актер и ведущий Борис Корчевников. В августе 2017 года ведущим программы был назначен Андрей Малахов. 3 марта 2023 года вышла обновленная версия популярного ток-шоу, ведущими которой стали Александр Яковлев и Антон Демидов.",16+,4.8,10 868 оценок,['ток-шоу'],"['Александр Яковлев', 'Антон Демидов']"
Россия 1,['21:30'],Последний богатырь,2017,"Иван, обычный парень, по воле случая переносится из современной Москвы в фантастическую страну Белогорье. В этом параллельном мире живут герои русских сказок, волшебство — неотъемлемая часть быта, а спорные вопросы решаются битвой на богатырских мечах. Неожиданно Иван оказывается в самом центре борьбы светлых и темных сил, вот только непонятно, почему главная роль в происходящих событиях, по всеобщему мнению, уготована именно ему.
«Последний богатырь» — первый фильм приключенческо-фэнтезийной франшизы о героях русских сказок, который оказываются в современном мире. Главные роли в фильме сыграли Виктор Хориняк, Мила Сивацкая, Екатерина Вилкова, Елена Яковлева, Константин Лавроненко и другие.",12+,7.1,27 539 оценок,['комедия'],['Дмитрий Дьяченко']
Россия 1,['23:40'],"Ну-ка, все вместе!",2019 — по н.в.,"Музыкальное шоу талантов, участие в котором принимают люди совершенно разных профессий. В каждом выпуске программы соревнуются 10 исполнителей. Выступление конкурсантов оценивает «сотня» — народное жюри из 100 человек: певцы, композиторы, продюсеры, преподаватели музыкальных вузов страны, музыкальные блогеры и просто люди разных профессий, которые разбираются в музыке и сами прекрасно поют. Задача участников — исполнить музыкальную композицию так, чтобы судьям захотелось встать и петь всем вместе. Чем больше голосов в свой хор получает конкурсант, тем больше очков он набирает. Конкурсант, который одержит победу в финальном испытании, получит кубок проекта и один миллион рублей.
«Ну-ка, все вместе!» — музыкальное шоу телеканала «Россия 1», которое ведут Николай Басков и Сергей Лазарев.",12+,7.0,469 оценок,['реалити-шоу'],['Николай Басков']
Россия 1,['02:40'],Стиляги,2008,"Действие фильма происходит в Москве в 1955-56 годах. Сталин уже умер, но культ личности еще не разоблачен его преемником — Никитой Хрущёвым. В это время появляется новое модное поветрие — «стиляжничество». «Чуваки» и «чувихи», как они себя сами называют, это молодые люди из разных семей, увлекающиеся джазом и рок-н-роллом. Они отрицают всю серость «жлобов» — советских граждан, предпочитая свободный и яркий стиль жизни. Среди них молодой советский парень находит себя, «обращаясь в их веру» и, помимо друзей, он находит любовь — самую загадочную и необычную девушку.",16+,7.1,5 664 оценки,['драма'],['Валерий Тодоровский']
МАТЧ!,['00:45'],Воин,2015,"Морпех Роман Родин возвращается в Калининград. Здесь у него отец и старший брат Вячеслав, но как будто никого: они не семья и давно не общаются. Отец, когда-то талантливый тренер, мечтавший сделать из сыновей чемпионов, теперь живет рыбалкой, терзаясь сожалениями. А Слава с женой выбиваются из сил, чтобы заработать на лечение дочки. Шанс все исправить появляется, когда объявляют о международном турнире по смешанным единоборствам с огромным призовым фондом. Оба брата решают участвовать, и Роман обращается за помощью к отцу.",12+,5.4,3 987 оценок,['драма'],['Алексей Андрианов']
НТВ,"['05:40', '04:40']",Улицы разбитых фонарей,1998 — 2019 (Сериал закончился),"Герои фильма — команда профессионалов Соловец, Волков и Дымов, они борются с преступным миром города на Неве, с гордостью побеждая в каждой схватке с бандитами. Помогают им в этом нелегком деле трое новичков. В каждом эпизоде героев ждут опасные, но увлекательные дела — и убийца-трансвестит, и разные маньяки, и питерские диггеры, и даже дело об НЛО. Для бравых ребят всегда найдется работа на улицах славного города Петербурга, а это значит, что каждый новый день они снова и снова будут вступать в схватку с мафией, преодолевая все трудности.
Большинство серий «Улиц...» снято по произведениям Андрея Кивинова.",16+,7.1,6 939 оценок,['драма'],"['Александр Рогожкин', 'Дмитрий Светозаров', 'Кирилл Капица']"
НТВ,"['09:25', '10:35']",Пес,2015 — по н.в.,"Полицейский Максим Максимов (Никита Панфилов) когда-то был лучшим сыщиком в городе, однако в одночасье его жизнь круто изменилась: он потерял жену, друзей и любимую работу. Не в силах справиться с ударами судьбы, Макс пристрастился к алкоголю, и неизвестно, чем бы это все для него закончилось, если бы в его жизни не появилась овчарка по кличке Пес, которую он спас от гибели и забрал домой. Вместе со своим новым другом Максим возвращается к детективной работе.
Героям сериала «Пес» предстоит окунуться в водоворот опасных криминальных историй и раскрыть множество запутанных преступлений.",16+,6.9,1 963 оценки,['криминал'],"['Николай Каптан', 'Игорь Забара']"
НТВ,['14:00'],Место встречи,2016 — по н.в.,"Телепрограмма посвящена обсуждению самых острых, злободневных проблем, волнующих каждого человека. Это могут быть вопросы экономики и политики, образования и культуры, правопорядка и здравоохранения. В студию телешоу «Место встречи» приходят политики, ученые, общественные деятели, актеры для того, чтобы высказать свое мнение и предложить пути решения обсуждаемой проблемы. Люди с диаметрально противоположными точками зрения с помощью ведущих пытаются прийти к консенсусу.",12+,6.8,624 оценки,['новостное'],"['Иван Трушкин', 'Андрей Норкин', 'Ольга Белова']"
НТВ,['16:45'],ДНК,2013 — по н.в.,"Каждый выпуск программы — это жизненная драма, в которой единственным выходом может стать медицинский тест. В студии телешоу «ДНК» находится настоящая лаборатория, в которой проводится исследование. Заключение эксперта можно узнать только в конце выпуска. Сюжетами ток-шоу становятся расследование преступлений, установление отцовства и родства.",16+,3.0,397 оценок,['ток-шоу'],['Анна Казючиц']
НТВ,['17:55'],Жди меня,1998 — по н.в.,"Искренняя и трогательная, нежная и проникновенная передача «Жди меня» уже много лет помогает людям находить друг друга. По тем или иным причинам люди иногда теряют тех, кто им дорог: кто-то переехал и не сообщил о новом месте жительства; кого-то разлучила война; кто-то ищет дальних родственников, о которых давно не было известий; кто-то просто хочет поблагодарить человека, который когда-то помог ему в беде, но не знает ни имени, ни адреса спасителя. Найти удается даже тех, кто не виделся более полувека.
Изначально передача была задумана как проект по поиску людей на территории России, теперь же она транслируется более чем в 100 странах мира. Сюда может обратиться каждый, кому необходима помощь в поиске своих родных и близких. С 1998 по 2017 год передача выходила на «Первом канале». В 2017 году домом для программы стал канал НТВ.",12+,7.4,1 804 оценки,['ток-шоу'],"['Александр Лазарев-мл.', 'Алена Бабенко', 'Александр Галибин', 'Мария Шукшина', 'Игорь Кваша', 'Оксана Найчук', 'Михаил Ефремов', 'Александр Домогаров', 'Чулпан Хаматова', 'Сергей Никоненко', 'Егор Бероев', 'Ксения Алферова', 'Григорий Сергеев', 'Юлия Высоцкая', 'Сергей Шакуров', 'Татьяна Арнтгольц']"
НТВ,['20:00'],Балабол,2013 — по н.в.,"Бравый провинциальный опер, «одинокий волк» с несерьёзным именем Саня, распутывает безнадежные на взгляд его коллег преступления. Одно из основных преимуществ Сани перед коллегами — его разветвлённая и разношёрстная агентурная сеть. Ведь ему в интересах следствия приходится иметь дело с проститутками и мелкими мошенниками, с бомжами и бродячими музыкантами.
Детективное расследование лежит в основе каждой истории, но внутри сюжета — столкновение характеров героев, их семейные дела и проблемы, и те перемены, которые происходят с ними по ходу действия.
Сериал «Балабол» — иронический детектив с Константином Юшкевичем в главной роли.",16+,7.5,1 156 оценок,['комедия'],['Владимир Мельник']
НТВ,['02:00'],Квартирный вопрос,2001 — по н.в.,"Команда «Квартирного вопроса» приезжает в обычные квартиры к обычным людям. Согласно условиям программы хозяева должны на время уехать, а дизайнеры, архитекторы и декораторы в течение нескольких дней обустраивают одну, заранее определенную хозяевами комнату, создавая красивый, необычный, а главное — удобный интерьер. Зрители наблюдают за всеми этапами работы, хозяева же приезжают в квартиру только чтобы увидеть конечный результат. Их эмоциональная реакция является кульминацией всей передачи.",6+,6.5,1 691 оценка,['развлекательное'],"['Татьяна Грамон', 'Оксана Козырева', 'Илья Западенец', 'Виктория Панина']"
НТВ,"['02:55', '03:47']",Старые кадры,2020 (Сериал закончился),"Опытный сотрудник Следственного комитета Александра Токарева случайно срывает операцию по захвату преступной группировки, из-за чего оказывается отстранена от должностных обязанностей. Начальство решает отправить Токареву руководить только что созданным отделом по расследованию нераскрытых преступлений — ОРНП. В свою команду Александра отбирает двух бывших следователей Ивана Долина и Бориса Лейна, а также оперативника Георгия Бархатова. Бравые пенсионеры, не отличающиеся покладистым характером и почтением к начальству, оказываются отличной командой, способной раскрыть даже самые сложные преступления.
«Старые кадры» — российская адаптация британского сериала телеканала BBC «Новые уловки».",16+,5.9,128 оценок,['драма'],['Евгений Звездаков']
5 канал,"['09:30', '10:20', '11:15', '12:05']",Пилигрим,2023 — по н.в.,"Дмитрий Рубцов — бывший агент секретного подразделения 0−18, которое занималось ликвидацией ОПГ и террористов. Однажды неизвестный предатель раскрывает личные дела всех сотрудников подразделения, у которых немало врагов среди преступных группировок: многие агенты погибают, другие покидают страну, третьи меняют имена, документы и оседают в провинции. Рубцов прячет жену, а сам ради спасения постоянно переезжает с места на место, нигде не задерживаясь подолгу. Но несмотря на все меры предосторожности, прошлое постоянно настигает героя: то соратники обращаются за помощью, то неприятели всех мастей появляются на горизонте.
Сериал «Пилигрим» — остросюжетный детектив с Денисом Васильевым в главной роли.",18+,7.7,778 оценок,['детектив'],['Александр Колесник']
5 канал,"['13:30', '14:20', '15:00', '16:05', '17:30', '18:20', '19:10', '20:00', '20:40', '21:30', '22:20']",След,2007 — по н.в.,"«Федеральная экспертная служба» — вымышленная организация, занимающаяся расследованием сложных и запутанных преступлений. ФЭС была создана в качестве эксперимента и объединяет несколько отделов, проводящих исследования в различных областях прикладной криминалистики. Каждый из отделов обладает уникальным оборудованием — мощнейшими микроскопами, ультразвуковыми и рентгеновскими приборами, суперкомпьютерами — все это помогает им не пройти мимо самых незначительных и микроскопических улик. Помимо технологических новинок, ФЭС гордится своими превосходными специалистами — криминалистами, судмедэкспертами, биологами, детективами… Сотрудники ФЭС легко делают то, что другим не под силу — все они имеют отличное образование и подготовку в самых разнообразных областях.
Детективный сериал «След», который был впервые был показан на телевидении в 2007 году, стал одним из долгоиграющих проектов на телевидении.",16+,6.5,6 415 оценок,['криминал'],"['Игорь Ромащенко', 'Камиль Закиров', 'Всеволод Аравин']"
5 канал,"['01:50', '02:35', '03:15', '03:55', '04:40']",Условный мент,2019 — по н.в.,"Честный и принципиальный полицейский Дмитрий Рыжов пошел в уголовный розыск по стопам отца, который погиб при задержании преступника. Однако опер с безупречной репутацией пришелся не ко двору в столичном отделе. Рыжов был осужден, отсидел два года и вышел по условно-досрочному. Оставаясь под надзором, бывший полицейский должен устроиться на работу и вести тихую и спокойную жизнь. Но мужчину не оставляет мысль доказать, что он был осужден несправедливо.
Сериал «Условный мент» — ироничный детектив с Денисом Рожковым в главной роли.",16+,7.0,499 оценок,['криминал'],['Андрей Коршунов']
ТВ Центр - Урал,['05:00'],Мой герой,2015 — 2021 (Телешоу закончилось),"Гостями студии телешоу «„Мой герой“ с Татьяной Устиновой» становятся известные люди — актеры, спортсмены, политики, музыканты. Интервью строится таким образом, что собеседник раскрывается с самой неожиданной стороны. Беседу прерывают рассказы близких людей о госте программы. В студии также появляются вещи, которые так или иначе связаны с этим известным человеком и напоминают о важных событиях в жизни гостя.",12+,6.5,458 оценок,['ток-шоу'],['Татьяна Устинова']
ТВ Центр - Урал,['01:45'],Пираты ХХ века,1979,"Советское судно следует домой с грузом опиума для медицинских нужд. По дороге наши благородные моряки спасают утопающего, а тот оказывается злобным пиратом. Дальше — драки, выстрелы, подводные погони и полная победа добра над злом. Бенефис Еременко и Нигматулина — наутро после премьеры оба проснулись звездами.",12+,7.8,2 493 оценки,['триллер'],['Борис Дуров']
ТВ Центр - Урал,"['03:50', '04:30']",Опасный круиз,2018 (Сериал закончился),"Чтобы разобраться с несправедливым увольнением, Лика Ракитина отправляется в круиз на Валаам вслед за своим неприятным и высокомерным начальником. Но вместо того чтобы решить свои проблемы, героиня сериала «Опасный круиз» получает обвинение в убийстве. В первую же ночь Лика обнаруживает мертвой свою соседку по каюте, а единственная свидетельница, которая могла бы подтвердить ее алиби, таинственно исчезает с корабля, не совершавшего остановок. Более того: никто, кроме Лики, эту женщину не видел, и в списках пассажиров она не числится...",12+,6.8,120 оценок,['мелодрама'],['Дмитрий Аверин']
Культура,['08:30'],Мегрэ,1991 — 2005 (Сериал закончился),"Опытный следователь комиссар Жюль Мегре берется за расследование самых сложных дел. В работе он руководствуется собственным методом, который сделал его лучшим сыщиком во всей Франции. Вокруг Мегре полно тайн и загадок. Но он не спешит делать выводы: Мегре всегда сосредоточен и нетороплив. За свою долгую карьеру Мегре приходилось расследовать преступления во всех концах Европы, и его репутация известна далеко за пределами родной Франции. Образ гениального сыщика, воплощенный на экране Бруно Кремером, поддерживает атмосферу таинственности картины.",12+,7.1,539 оценок,['детектив'],"['Пьер Жоассен', 'Шарль Немес', 'Кристиан Де Шалонж']"
Культура,['14:35'],Миргород и его обитатели,1983,"Фильм снять по мотивам произведений Н.В. Гоголя «Старосветские помещики», «Повесть о том, как поссорились Иван Иванович с Иваном Никифоровичем», «Иван Федорович Шпонька и его тетушка».",12+,6.7,66 оценок,['комедия'],['Михаил Ильенко']
Культура,['20:50'],Линия жизни,2002 — по н.в.,"«Линия жизни» — телевизионный проект, в котором перед зрителями предстают звезды и светила, герои рубежа XX — XXI веков, которые боролись за право выразить себя, бросали вызов привычным представлениям об искусстве, шли против течения, одерживали победы и следовали своей линии жизни.Таких культурных героев совсем немало.
Передача — лауреат премии ТЭФИ-2006 в номинации «Программа об искусстве (цикл)».",12+,8.3,453 оценки,['документальное'],[]
Культура,['21:45'],Валентина,1980,"Сибирь, 1970 год. Валентина — красивая 18-летняя девушка, работает официанткой в местной закусочной. Вот уже много месяцев она безнадежно влюблена в здешнего следователя Владимира Шаманова. Поглощенный своими заботами, тот и не замечает душевных волнений юного девичьего сердца. Безропотная любовь толкает Валентину на искреннее признание, ставшее для Шаманова настоящим откровением. Между тем, череда злосчастных жизненных событий вынуждает девушку отказаться от своего счастья.
«Валентина» — кинопостановка пьесы Александра Вампилова «Прошлым летом в Чулимске», семейно-бытовая драма от лауреата Каннского и Берлинского кинофестивалей Глеба Панфилова.",12+,7.7,381 оценка,['драма'],['Глеб Панфилов']
Культура,['23:25'],2 Верник 2,2017 — по н.в.,"Братья Вадим и Игорь Верники приглашают в студию своей программы известных людей творческих профессий. В каждом выпуске проекта «2 Верник 2» принимают участие две знаменитости, разговор с которыми строится по принципу игры: Вадим придерживается журналистского подхода, а поведение Игоря обусловлено его профессиональным актерским опытом. Таким образом, ведущим удается принципиально по-разному раскрыть героев.",12+,6.5,127 оценок,['ток-шоу'],"['Игорь Верник', 'Вадим Верник']"
Культура,['00:40'],Версия полковника Зорина,1978,"Вскоре после дерзкого ограбления ювелирного магазина в городе происходят два убийства. Опытный следователь подозревает, что между этими преступлениями есть связь. Но доказательств нет. При этом главарь шайки не только не думает скрываться, но спокойно общается со следователем. Он уверен, что тонко просчитал все ходы, а потому неуязвим.",0+,7.5,450 оценок,['криминал'],['Андрей Ладынин']
Культура,['02:48'],Великолепный Гоша,1981 — 1985 (Сериал закончился),"Великолепный Гоша — обычный человек, который живет мечтами и фантазиями. Из-за этого он постоянно попадает в комичные и невероятные ситуации. Все прекрасные порывы его души обычно заканчиваются катастрофой: Гоша выиграл машину в лотерею, но устроил несколько ДТП; купил земельный участок, но его дом разрушила свинья, а яблоки съели черви; даже вырвать зуб у Гоши нормально не получается, и он привязывает его за ниточку к двери, чтобы вошедший врач решил проблему. Но, несмотря на эти неприятности, он все равно остается оптимистом.",0+,6.8,1 738 оценок,['семейный'],['Анатолий Солин']
СТС,"['05:50', '06:00']",Ералаш,1974 — по н.в.,"Детский юмористический киножурнал «Ералаш» состоит из историй, которые случаются с ребятами в школе и дома, во дворах и на улице. Поучительные кинозарисовки прививают молодому поколению любовь и уважение к сверстникам и окружающим. Каждый сюжет сериала начинается анимацией на тему серии. В сериале снимаются известные актеры и обычные школьники, многие из которых впоследствии становятся известными актерами. Первоначально выпуски «Ералаша» транслировались в кинотеатрах перед сеансом.",0+,7.8,6 202 оценки,['комедия'],"['Борис Грачевский', 'Виктор Волков']"
